	Bayesian Skyline: roka_env_aligned_strict_bs10.log			
Time	Mean	Median	Upper	Lower
0.0	95909.0762288598	56691.989617475854	415959.6778827882	12860.535147576933
6.318117768161383	95542.34418813734	57177.139710420735	414617.16484611307	16833.388642009777
12.636235536322767	94417.11747442502	56581.36024605731	409996.62393379794	18026.00245426717
18.95435330448415	92632.99496194873	55538.79942970444	397152.0570434317	18466.077589726854
25.272471072645533	90404.58935679076	54081.32710165565	392170.1875478462	16087.34797494855
31.590588840806916	87392.94348991198	51788.57558026184	378297.20995517663	14344.891607579795
37.9087066089683	81506.98872606091	49228.64573461762	310457.7770701016	12136.737691467617
44.22682437712969	76016.71226859515	45461.439703710705	306638.0595644039	8509.533981174533
50.544942145291074	69725.77145229583	42175.47413881581	287076.8981207036	6367.741433805286
56.86305991345246	61962.6783842438	36630.949600090695	259228.14048533296	5215.61318642957
63.181177681613846	54873.14464128436	30560.645675824744	232705.49285004145	3516.049912036016
69.49929544977523	44983.16867882988	24133.269670759953	204452.35277467896	3026.768289976257
75.81741321793662	36522.20015525084	17147.690611639493	176780.14605778872	2209.631969788732
82.135530986098	29829.539126665404	12086.415642843134	150462.59553407494	1995.1622190058793
88.45364875425939	23357.335317177207	9612.494494124907	134057.11886364897	1828.810390067494
94.77176652242078	18692.325590164466	7851.030790871167	102112.02337617181	1721.0280764891143
101.08988429058216	14853.174494784207	6939.337258958052	75832.0716133642	1660.4987629160837
107.40800205874355	12166.948931476114	5881.275713875402	58437.068737080706	1421.5719562064803
113.72611982690493	9575.207784340957	5345.437877414867	45869.40775592904	1454.4566299701646
120.04423759506632	8087.789257911624	4977.005016833951	35106.63992158269	1472.4687628181057
126.3623553632277	7145.1251909430475	4792.610496776359	29907.20100163556	1323.7829620240914
132.68047313138908	6397.469772920374	4576.204429387169	24006.449677273766	1176.0728319136442
138.99859089955046	5754.786650105169	4292.246390245384	19795.562004818217	1070.517229561933
145.31670866771185	5327.861695620343	4154.396138177437	17469.39637904663	891.7348288209282
151.63482643587324	5025.05658393125	3991.3586355439224	15474.913404891387	776.1411935441072
157.95294420403462	4637.495502920407	3800.8470228908395	13776.73658297374	669.5097150020803
164.271061972196	4454.7964883948425	3634.3090705490586	13571.94032689987	620.346797178509
170.5891797403574	4180.096264755935	3393.1011565420413	12768.995241289364	476.22598899129713
176.90729750851878	3959.2374339633134	3092.6428403447662	12579.509640690774	367.77768056284094
183.22541527668017	3728.612977815472	2901.3236257151307	11821.075227714593	325.8198921540871
189.54353304484155	3488.8816794923573	2745.624525486145	11130.363175398865	292.3267758045001
195.86165081300294	3320.197389453049	2527.986572950048	10978.5236626005	272.5325376262954
202.17976858116432	3135.7799023185944	2310.806158056456	10765.615537490045	258.98431814787386
208.4978863493257	2918.783453530029	2014.9289750423318	10226.238959513894	240.29095247500328
214.8160041174871	2720.1547163801465	1799.5507704631405	9935.286455337116	227.2533471283319
221.13412188564848	2491.4036671673753	1559.7473848274633	9605.912956293465	215.9867283589699
227.45223965380987	2306.420274164616	1326.823330046678	9605.525797466771	206.59160659307298
233.77035742197126	2108.471304706273	1117.0169125073437	8892.706456996702	197.63085718905788
240.08847519013264	1929.3139362854708	922.5453455918816	8652.12122737857	179.0328834218954
246.40659295829403	1737.7380580719157	780.3636466687514	8184.351500170574	180.16302028290676
252.7247107264554	1593.337567138276	693.8881150415244	7491.188795165699	177.65783454694608
259.0428284946168	1488.700065372233	632.4934958264753	7261.189847037632	163.1812316869141
265.36094626277816	1366.5820774291494	597.4012584819214	6876.076356513053	163.1812316869141
271.6790640309395	1272.4561064692139	567.4594166182624	6559.352921884054	166.0000224678703
277.9971817991009	1168.2964303256147	533.5990609858776	6141.5920020044905	163.99106778894242
284.31529956726223	1116.7416239084814	522.1495150295231	5995.688416700314	163.0805613460853
290.6334173354236	1042.8650482214864	507.1922336503169	5655.393714603538	162.34244539102497
296.95153510358494	961.3038409095975	488.36651834340194	5281.624491782297	159.138098352053
303.2696528717463	890.5673324961972	480.40643494636856	4853.007222346514	157.3408687894931
309.58777063990766	846.4779050312128	472.92772927011475	4216.176367869124	157.0148625668549
315.905888408069	780.428678761313	463.84330485718215	3802.798001802089	153.9498801591301
322.2240061762304	726.1737984444562	458.2265054714895	3258.1190618946257	157.3110926985947
328.54212394439173	692.1323604178788	447.8143700017723	2921.552958113035	157.0148625668549
334.8602417125531	666.6485680969827	442.49398903908053	2687.5906718885813	153.9498801591301
341.17835948071445	652.0635020454589	439.91920054408547	2584.007875900402	151.20100753648407
347.4964772488758	627.5802230436094	435.72342934953366	2448.5576155532353	150.6194983226988
353.81459501703716	605.2664280447708	432.0472602723095	2193.7958868242367	150.6194983226988
360.1327127851985	583.8322232651062	430.0635995838166	1773.2091603732154	150.6194983226988
366.4508305533599	573.2779441624041	427.4393928779902	1723.9702499974064	150.6194983226988
372.76894832152124	561.7455178398692	426.72788882911004	1547.145951143939	150.8007993658955
379.0870660896826	529.8602243792851	424.4142709780027	1366.2957856038124	149.15915747507708
385.40518385784395	522.2372587387001	421.466452738554	1304.9319843721587	149.15915747507708
391.7233016260053	514.3268235254128	419.70663633192515	1267.5816746380303	149.15915747507708
398.04141939416667	502.2254327520014	419.70663633192515	1237.5151015099348	149.15915747507708
404.359537162328	497.13612690424236	417.5327645760573	1208.9412492186461	147.44099921129353
410.6776549304894	494.3624877562623	417.842771498742	1197.2667874034732	147.44099921129353
416.99577269865074	490.60911276642537	416.5826131708813	1197.2667874034732	147.44099921129353
423.3138904668121	486.732311219875	415.7319345234342	1172.8793129318021	147.2939243604793
429.63200823497345	481.6833249297861	415.7319345234342	1153.0904469207655	147.2939243604793
435.9501260031348	481.2640626715514	415.7319345234342	1172.8793129318021	142.53035621904272
442.26824377129617	478.7547800829876	414.90716950589507	1144.3823564104407	142.53035621904272
448.5863615394575	476.32916189435787	413.0159057404246	1121.8788517914984	141.8063887130265
454.9044793076189	475.0126265436379	412.59537068797977	1115.6595356351752	141.8063887130265
461.22259707578024	475.3220050443897	412.4339411783205	1115.6595356351752	141.8063887130265
467.5407148439416	474.60978717026705	411.93304513854133	1115.6595356351752	141.11151760733202
473.85883261210296	474.4110885191925	411.95535521997226	1115.6595356351752	141.11151760733202
480.1769503802643	473.84382942585273	411.95535521997226	1109.5329054157878	141.11151760733202
486.4950681484257	472.78851593347684	412.25490731334355	1109.444701048048	141.11151760733202
492.81318591658703	471.02809984617545	411.4827849386085	1106.6074858572713	140.79433587066032
499.1313036847484	471.0931805436684	411.4827849386085	1106.6074858572713	139.34667106783266
505.44942145290975	470.3735667104318	411.16951964538094	1106.6074858572713	139.29097571651351
511.7675392210711	470.2597744824717	410.7934897608894	1106.6074858572713	139.29097571651351
518.0856569892325	470.7504255462989	411.4457518034806	1106.6074858572713	139.34667106783266
524.4037747573939	469.97145864501596	411.16951964538094	1103.8999903607037	139.34667106783266
530.7218925255553	469.26471512948797	411.16951964538094	1103.8999903607037	140.79433587066032
537.0400102937167	469.6068225043972	411.4457518034806	1103.8999903607037	141.11151760733202
543.3581280618781	469.14398114604455	411.16951964538094	1103.7893251446917	140.79433587066032
549.6762458300395	470.2819351604279	411.4827849386085	1103.7893251446917	141.11151760733202
555.994363598201	469.19005998668285	411.4827849386085	1100.1670201021832	141.11151760733202
562.3124813663624	469.3335737612481	411.95535521997226	1100.1670201021832	141.11151760733202
568.6305991345238	468.7077737913243	411.95535521997226	1100.1670201021832	141.11151760733202
574.9487169026852	469.2148322677696	412.25490731334355	1100.1670201021832	142.53035621904272
581.2668346708466	468.6053805432243	411.93304513854133	1095.5912927937427	142.53035621904272
587.584952439008	468.77763333036023	412.25490731334355	1092.4218193540773	142.53035621904272
593.9030702071694	469.7516016495606	412.4339411783205	1095.5912927937427	142.53035621904272
600.2211879753308	469.81623525928643	412.4339411783205	1095.5912927937427	142.53035621904272
606.5393057434923	470.3500288777756	412.59537068797977	1095.5912927937427	143.894311839232
612.8574235116537	470.3369178277072	412.59537068797977	1095.5912927937427	143.894311839232
619.1755412798151	469.51619881689214	413.0159057404246	1092.4218193540773	143.894311839232
625.4936590479765	469.80546149555187	413.3780561488115	1092.4218193540773	145.29681414787865
