# BEAST v1.8.2, r6687
# Generated Wed Dec 30 17:18:17 PST 2015 [seed=1451524696487]
state	posterior	prior	likelihood	treeModel.rootHeight	logistic.popSize	logistic.growthRate	logistic.t50	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	treeLikelihood	coalescent
1000000	-3019.9168663047058	-736.5185994344338	-2283.398266870272	2.2698407319629905	2566616.7494985866	2.197916563957781	5.03146150109364E-6	3.3550439186655887	0.42496175272836356	0.13441093531976636	0.19345104724672826	0.24717626470514198	0.004888099891089315	-2283.398266870272	-728.2890755091105
1100000	-3044.777384542131	-737.648826014622	-2307.128558527509	1.9200160188709923	101108.46652047336	3.1401598405530335	1.6511737779043663E-4	2.3102374418027942	0.4341427454375329	0.1367663993953583	0.1859028741044168	0.24318798106269227	0.004340779615543444	-2307.128558527509	-728.997217934276
1200000	-2977.368295138827	-694.8307958413716	-2282.5374992974553	2.393699090733691	101906.80517621539	2.139444524556308	7.046457895680406E-5	2.672407797295546	0.40882355415150107	0.1520794617680534	0.16745284233022353	0.27164414175022245	0.005420524541206941	-2282.5374992974553	-687.1500458309454
1300000	-3029.5492604085753	-733.7956762463026	-2295.7535841622725	1.8349648240176737	3680730.1429059277	3.4597632676146017	5.797710681950486E-6	3.0020657877325	0.43705648196111324	0.13322298191224907	0.19641489131347253	0.2333056448131654	0.004741621171523282	-2295.7535841622725	-724.9163794115674
1400000	-3050.319849630692	-754.0118839414146	-2296.3079656892774	1.936124818698665	1.3769509355457604E8	3.014677539143004	1.5273821554116968E-7	2.486613790687458	0.43042662276035054	0.13554448903198152	0.20390378003851495	0.2301251081691533	0.004258566759780126	-2296.3079656892774	-744.9638886964477
1500000	-3044.856639319911	-740.4021553697862	-2304.454483950125	2.326399440141539	3.166811587405341E8	2.1766584581027684	3.22337860877826E-8	2.8621085372233623	0.42541418314464036	0.15281515049211952	0.18958022970993388	0.2321904366533066	0.0050918835078894685	-2304.454483950125	-732.5428205074188
1600000	-2973.524439656492	-704.3291715987049	-2269.1952680577874	2.2465412086433836	2.869567036925395E8	2.4778208805070117	2.721609144641606E-8	2.7600654583138664	0.4005003500075031	0.15540764654414496	0.19156718718535284	0.2525248162629994	0.005522069767331782	-2269.1952680577874	-696.3315291298994
1700000	-3010.749187742402	-713.8803823547563	-2296.8688053876454	1.8625221511666472	6.501771882233662E10	3.1355176746335354	1.9979429761387687E-10	2.527289856221681	0.4371902689328696	0.1471432608296882	0.17558091166379913	0.24008555857364322	0.005432826791384011	-2296.8688053876454	-705.4464556028647
1800000	-2952.3831044605163	-655.3182754673218	-2297.0648289931946	1.3070818086981364	8.477552341848138E10	5.38947698632076	1.5163698029858412E-10	3.055590107161526	0.40966267978914134	0.15867949577688462	0.18296491420833624	0.24869291022563803	0.006593090466414824	-2297.0648289931946	-643.3735561611857
1900000	-3001.783667760162	-706.1811202352305	-2295.6025475249317	1.4999400609194367	5.337487049112948E12	5.156643775833553	6.201363043795715E-12	2.587658287749123	0.42455101016119673	0.13654374778969444	0.18714607734793828	0.251759164701171	0.004771436988097481	-2295.6025475249317	-696.6912480288844
2000000	-2995.2814063491787	-710.2752166938557	-2285.006189655323	2.163289572794532	2.6483379730272754E12	1.452519856855348	2.7421625081977346E-12	2.73695753699176	0.4344109508133385	0.1337463095074918	0.18335307624731442	0.24848966343185575	0.005660088388946228	-2285.006189655323	-702.3294065769504
2100000	-3017.100740137639	-706.8848098892967	-2310.2159302483424	1.5775648251877137	3.724701060443873E11	3.8527622943538455	4.259925208584697E-11	3.050423335037049	0.4355246037867682	0.15548727253503775	0.17515318500463475	0.23383493867355987	0.005213537971857148	-2310.2159302483424	-698.1286277297384
2200000	-3026.564257030423	-717.6984203896386	-2308.8658366407844	1.93943960041881	2.2370593592501682E10	3.433792697150099	6.637731689358913E-10	3.1893986729966857	0.42099654326489194	0.13234934361078032	0.20210525834880727	0.24454885477552094	0.004903529858885779	-2308.8658366407844	-709.1449449177835
2300000	-3034.498941055771	-724.8669779054239	-2309.631963150347	1.6475722676333826	1.7125685730472415E11	3.9631072154252083	1.267900685093762E-10	3.0706150658774995	0.44417901086017636	0.14484234398464046	0.18130197049546318	0.2296766746597204	0.004896448863306674	-2309.631963150347	-715.8734062584405
2400000	-2990.392272933204	-704.1287310532484	-2286.2635418799555	1.8213885640447978	3.1718696494811405E10	3.3201835970949656	3.7430002745244167E-10	2.5274648792418732	0.4342901021124129	0.13435129400164195	0.1953071530080138	0.23605145087793172	0.00536838487928026	-2286.2635418799555	-695.8221847808651
2500000	-3009.6429922717043	-725.9330707478896	-2283.709921523815	1.6356739636158937	1.9424430676952322E11	4.549638101033697	1.5068040643315807E-10	3.6639373225502165	0.41167504183860126	0.14989051146857849	0.19443796173548267	0.24399648495733803	0.004853700057033237	-2283.709921523815	-716.3266933978058
2600000	-3043.0657489005703	-762.325609134533	-2280.7401397660374	1.8272935285319842	9.525972072588336E10	3.8991115011211934	4.158463658668009E-10	2.949396525645939	0.4282991140684732	0.16054262587096305	0.18639220734642126	0.22476605271414302	0.0036790881452221764	-2280.7401397660374	-751.0592128708074
2700000	-3077.816362632679	-790.723849370193	-2287.092513262486	2.937776404748954	3.987682657168621E12	2.0145903511560648	5.054546803733717E-12	3.6928359718053336	0.4074530828463497	0.14416909373741427	0.15797121813288934	0.2904066052833471	0.0038051997112630684	-2287.092513262486	-780.566091357258
2800000	-3063.7710019787123	-790.1858510735186	-2273.5851509051936	2.980881681326097	5.146989648414456E12	1.9494256977171447	3.941992619729519E-12	3.3392527078230896	0.41053499182940634	0.15491873605703277	0.19274938613401932	0.24179688597954196	0.004084999841540487	-2273.5851509051936	-780.765743206278
2900000	-2984.6153248031796	-697.3575958459418	-2287.2577289572378	1.6979640203581996	1.0140656145143367E12	4.160063631547914	1.5681037212805944E-11	3.793443989349204	0.4192067389292162	0.13709472381047785	0.18547447089587138	0.2582240663644349	0.005470895696151159	-2287.2577289572378	-688.0393857946027
3000000	-3005.480739967358	-721.9836081839488	-2283.4971317834093	2.454380349195805	4.709424655335988E11	2.611139405605223	2.671481160816279E-11	2.37871027131647	0.4046660237281392	0.1600293872389705	0.19705143911593567	0.23825314991695504	0.004806819541643179	-2283.4971317834093	-714.0307283169387
3100000	-3033.908689933096	-738.3487415269527	-2295.559948406143	1.8051255759989846	7.742098074193536E10	2.863749674251073	2.0708388646143589E-10	2.810901200305174	0.4312291872325088	0.17846357489089704	0.1808824289489793	0.20942480892761506	0.005012495587775021	-2295.559948406143	-729.9474296384731
3200000	-2987.5625842778204	-701.7064682162669	-2285.8561160615536	1.6570709830539094	6.07274032598631E11	4.364328174984569	2.551280998354024E-11	3.0767034695823376	0.4211613776961706	0.13425912938646278	0.18396209744589254	0.2606173954714742	0.0056704969900172805	-2285.8561160615536	-692.3174439827305
3300000	-3018.998973538447	-720.1234126137884	-2298.8755609246587	1.6024441308965354	1.2360210785524783E11	3.9894370826418744	1.4330563279476982E-10	3.618817709632688	0.43407267256088605	0.12355153892266416	0.17371376014473103	0.2686620283717188	0.00544811322702943	-2298.8755609246587	-710.8164815976777
3400000	-3016.880342820349	-721.6939019348827	-2295.1864408854667	1.9502771744142378	5.641979452769905E9	3.915796353619971	3.1787792544860513E-9	3.9199796578109694	0.45358871270056633	0.13877035373999877	0.17345398134271528	0.23418695221671976	0.0046078521686586825	-2295.1864408854667	-712.5164389411415
3500000	-3048.479862471911	-752.7770066619211	-2295.70285580999	2.4531277005871766	4.579654097295685E10	2.6827347259110916	4.2810842364597296E-10	2.370821069035686	0.45095495533698987	0.1252024586285972	0.18846111711953353	0.23538146891487963	0.004004934511985849	-2295.70285580999	-743.4500914894389
3600000	-2988.0393951606843	-697.0743168065093	-2290.965078354175	1.6575863703411144	1.1234328754722363E11	3.2634012238448404	9.753622405296652E-11	2.8491685939501528	0.4619654436198456	0.15824372357735225	0.1933031398370408	0.18648769296576154	0.005556363880803925	-2290.965078354175	-688.5032474221489
3700000	-2984.634508376933	-717.5990111541686	-2267.035497222764	2.061209967295432	7.428306398216989E10	2.4920076626042804	1.4355742328356463E-10	3.294334981634514	0.4128870946138402	0.13766465797839228	0.18540425864193721	0.2640439887658304	0.005454172301973326	-2267.035497222764	-709.1822146995689
3800000	-2948.9602513124123	-659.2348294059848	-2289.7254219064275	1.2489488319108786	8.011873179816896E9	5.619154833921695	1.703816389724572E-9	3.1540980935510206	0.40493469619171885	0.15393277684839107	0.17496128200414712	0.2661712449557429	0.006758289596204055	-2289.7254219064275	-646.4923919715584
3900000	-3010.7935168866898	-723.4195369882998	-2287.37397989839	1.5918052218281094	7.855883060576693E8	3.5953375189386567	2.150253401764656E-8	3.006313646275741	0.4267595892612648	0.14574419533027225	0.18326984470015495	0.24422637070830802	0.005433264244078854	-2287.37397989839	-714.4654650763833
4000000	-2990.489462481655	-699.2451607894043	-2291.2443016922507	1.8549994374971537	5900714.055883831	2.9486363614206788	1.631556134510337E-6	3.0289992367180587	0.41353221367956383	0.1516232506398581	0.1858522074788619	0.24899232820171613	0.005976232492351099	-2291.2443016922507	-689.9927088864422
4100000	-2995.8060981519425	-703.9017453590315	-2291.904352792911	1.682985624528452	378765.0553387491	3.9940671597172686	4.069175467496077E-5	4.277273342388423	0.4324572663347297	0.1456118181155209	0.1781886250221451	0.24374229052760424	0.006156277261826742	-2291.904352792911	-693.105603142474
4200000	-2966.8546339298473	-683.8630510421422	-2282.991582887705	1.7375688135314797	508048.91874582315	3.713145018537971	1.910514924561889E-5	2.764773619669154	0.4062606197737384	0.15483412795740972	0.18454699372882832	0.2543582585400236	0.005458854030411482	-2282.991582887705	-675.5035038804643
4300000	-3051.217912583218	-752.2279255139755	-2298.9899870692425	2.1651421343014285	1.8285918229621837E8	2.7471873758958028	1.2256753411684324E-7	3.7019836722755404	0.40466840118245156	0.12575139300837207	0.19647964634871862	0.27310055946045775	0.004530576771939824	-2298.9899870692425	-743.0605003080847
4400000	-3006.7523612116547	-717.3703751431156	-2289.3819860685394	1.7997836717583158	1.5176064153565022E8	4.043430625849098	1.2235773390793798E-7	3.9341525693113417	0.4258182380319109	0.149859671094427	0.16974981901264824	0.2545722718610138	0.004766951289512682	-2289.3819860685394	-708.2145605650562
4500000	-2943.1165767498615	-650.2779903521389	-2292.8385863977223	1.1207039215766028	2.5823338330758134E8	8.827750387082997	1.8007469748335524E-7	2.2973347489553793	0.4557622054738649	0.13672165360045438	0.18249517718222855	0.22502096374345204	0.005271833692075766	-2292.8385863977223	-639.7535467768145
4600000	-3070.664420585679	-777.0563263125565	-2293.608094273123	2.1990531762533965	3.54279063476774E7	3.737267463674733	1.1878726892481576E-6	3.5649059535733856	0.4279350961503575	0.1445943217357948	0.1782791421455859	0.24919143996826157	0.003998220025806277	-2293.608094273123	-766.3357088824628
4700000	-3027.4827329618383	-734.4818083116188	-2293.0009246502195	1.6618910365071966	2.891584830922357E7	4.447973925295194	1.2664729439515137E-6	3.073276818771836	0.4422875782184832	0.14831727354663451	0.17990952793278053	0.2294856203021015	0.0044890576781113885	-2293.0009246502195	-724.6795040869771
4800000	-3022.342534803338	-749.2431672491291	-2273.0993675542086	1.8453398923930917	4852737.392418274	3.0363532237648085	4.179313823296528E-6	2.7583548779468385	0.4273788122372567	0.15320508894451648	0.18577705614665022	0.23363904267157629	0.004579238257329588	-2273.0993675542086	-740.4889862271933
4900000	-3020.789093475046	-734.8179948571822	-2285.9710986178634	1.700968330235045	9878593.031918323	3.264207138156952	1.7234505242329582E-6	2.8821898043861176	0.41082482284846816	0.13273203334400552	0.2010778251952407	0.2553653186122854	0.004416178133352803	-2285.9710986178634	-725.9965036148458
5000000	-3044.5297210858653	-739.4082445207055	-2305.12147656516	2.8299957832207676	2.7101524463043727E7	1.4265408570063023	3.323233153608854E-7	3.1968608029623162	0.4343467284253037	0.15073346010082736	0.1878886206482172	0.22703119082565157	0.0049206971902248245	-2305.12147656516	-731.7361455858613
5100000	-2994.3235192521015	-696.7589851920395	-2297.5645340600618	1.7757603389332026	4.571772500428381E7	3.4397688393931327	2.7050799984192634E-7	2.7049016757241184	0.4138229070631034	0.1195612686391927	0.21370534693996962	0.25291047735773414	0.005328889689665868	-2297.5645340600618	-688.3687396066589
5200000	-3074.2573222275364	-783.7512657436564	-2290.50605648388	2.4520737678855573	4.086901250219412E8	2.2876495779547508	5.3962352770576183E-8	3.0601475714213238	0.4013227804143743	0.16278051025607562	0.18797291178705244	0.24792379754249752	0.00390569188019177	-2290.50605648388	-773.916285636104
5300000	-3077.76806595271	-769.6501987814772	-2308.117867171233	2.326497898628915	2.698146115380722E7	2.6756476642463296	8.017810276073972E-7	2.4999705302833073	0.4042431747274499	0.13452778374310448	0.21540591674664394	0.2458231247828014	0.004755884032683749	-2308.117867171233	-761.092061550706
5400000	-2982.445115211844	-690.8576878955183	-2291.587427316326	1.4734441912324099	1.1142062520011294E9	5.432218060923768	2.1018058520207748E-8	3.1200890508198196	0.4092844174158138	0.15361770953516074	0.18214960346290537	0.25494826958612	0.00539536234840523	-2291.587427316326	-681.2345299429163
5500000	-3059.2037342253598	-780.212832550307	-2278.990901675053	2.826661616560007	1.5122537763270338E9	1.7850839059537698	1.0689465340712913E-8	2.666110483121438	0.3922893110871654	0.17314955306030252	0.1585257159337222	0.2760354199188098	0.003881160603148656	-2278.990901675053	-770.866845344685
5600000	-3021.9378926825993	-750.8012005713708	-2271.1366921112285	2.1428143726385116	5.129543543570065E9	3.568724176721131	5.258634903641082E-9	3.8864891854025863	0.40634438573534953	0.16355638806206438	0.17316941208891756	0.2569298141136684	0.0044648146477377065	-2271.1366921112285	-741.1697993004548
5700000	-3030.215397131915	-736.2257411337753	-2293.98965599814	2.055568477215747	1.139979963879106E10	2.666359023494961	1.3385817754352652E-9	2.5686946448434695	0.39336909474945153	0.14224086435776032	0.22174248811143055	0.24264755278135763	0.004593632894072158	-2293.98965599814	-727.8985629819948
5800000	-3063.3857215643416	-751.8406570893447	-2311.5450644749967	2.317792119285056	1.076875613586672E10	2.2282178352616704	1.436013118396581E-9	3.594807135285318	0.41831663715132755	0.1400890221339217	0.17832631993174236	0.2632680207830084	0.004236805460636695	-2311.5450644749967	-742.8196008030797
5900000	-2969.7564719217316	-675.7136786890921	-2294.0427932326397	1.4957896530020958	1.6746143054725957E8	3.9767627229635423	6.16436721013993E-8	3.0375426349496193	0.4116741489148327	0.166607114844355	0.17166040340957886	0.2500583328312335	0.006015976934988022	-2294.0427932326397	-666.0937262030619
6000000	-3031.565222875777	-733.3995482991925	-2298.165674576585	1.9728543866160775	4.279484712900995E8	3.105628234457547	3.164283340633823E-8	2.4280381232605053	0.3762058098304273	0.15499000915352393	0.2012103052195485	0.26759387579650035	0.004751964084146014	-2298.165674576585	-725.2516793778301
6100000	-3117.501794462224	-811.8937088242329	-2305.6080856379913	3.4352170645826643	2.862474836121725E11	1.5800054944067046	7.764820965811201E-11	3.8523324968366315	0.41468437831943594	0.1494816251962645	0.18519887716905692	0.2506351193152428	0.003247105691254833	-2305.6080856379913	-799.9130648175817
6200000	-3018.203343416493	-734.5636175141782	-2283.639725902315	2.0561915444981573	6.73327717327363E11	2.5687788022494913	1.947181541150667E-11	2.3211938715375457	0.41666054673401864	0.13963994851617384	0.18504159275087317	0.25865791199893456	0.005120775542694323	-2283.639725902315	-726.5623686174736
6300000	-3028.0655633763517	-742.1650547534406	-2285.9005086229113	2.0214797280294334	9.794494047502106E11	2.4663439620736898	1.4225019790442416E-11	2.8405700410996926	0.42968266106213693	0.1565856582960921	0.18080818540729793	0.2329234952344732	0.004632978780219758	-2285.9005086229113	-733.8884614078319
6400000	-3040.2941193714855	-749.3279272797826	-2290.966192091703	1.8588507175765754	1.1636139680831482E12	3.4313229428298526	2.180217282702881E-11	3.359931917980222	0.4218956583250971	0.14819321410011946	0.18907548232613208	0.24083564524865153	0.004773120336153732	-2290.966192091703	-740.155763712842
6500000	-2992.555614534059	-695.9574564100897	-2296.598158123969	1.6779591876650017	2.4230721272400524E10	4.020183082252469	6.594970639280688E-10	3.312088829448305	0.4101830769417564	0.16504565268370924	0.16587634956876177	0.2588949208057728	0.006058407574330262	-2296.598158123969	-685.6841967534089
6600000	-3040.3433654540167	-745.1443381246919	-2295.199027329325	1.9347421145960955	9.183024509919188E9	3.1713516467874214	2.074970847640256E-9	3.432732054247261	0.4291979641158096	0.14719015194037366	0.17897490249509085	0.24463698144872614	0.004612281653526591	-2295.199027329325	-736.2072085146792
6700000	-3055.4634487675885	-756.0413931810524	-2299.4220555865363	2.326688515560035	1.582206643553433E10	3.1087236911313503	1.6282834523230101E-9	3.507123545411009	0.40189192926637946	0.15569900606167808	0.19935326914736712	0.24305579552457565	0.0048661663067957675	-2299.4220555865363	-746.8891215042536
6800000	-3052.685272205261	-744.5589726274122	-2308.126299577849	1.9606343686258196	1.6531300858506857E11	2.488043521471939	9.576697821763216E-11	3.521715033670348	0.3828275655901376	0.13099057760256907	0.20284661242720659	0.28333524438008706	0.004117516668492716	-2308.126299577849	-735.2876109339705
6900000	-3059.793850112258	-791.609216968369	-2268.184633143889	3.0660677152139364	1.7154911083041353E12	1.1177328260080297	8.077938518120148E-12	3.389771846279214	0.4020142764878514	0.1595492196138009	0.17814986318515708	0.2602866407131909	0.004033735882111847	-2268.184633143889	-782.6111669265664
7000000	-3039.536399130276	-750.1110542460669	-2289.425344884209	2.5152386796634345	3.885048905741004E11	1.8480396451420944	3.464924066121842E-11	3.7414478013395387	0.39378752143077245	0.16658491051265045	0.19601952761444816	0.2436080404421292	0.004831255337650408	-2289.425344884209	-741.7597064950656
7100000	-3011.2146750665415	-709.4784352076662	-2301.7362398588753	2.063435686975092	6.111363054674271E12	2.582449428559416	1.5119823689992398E-12	3.329160233473387	0.4065052840623908	0.1385592980605747	0.18931316354995248	0.26562225432708236	0.005525266402159134	-2301.7362398588753	-701.0781298528718
7200000	-3053.054340878286	-722.7260382093616	-2330.328302668924	1.5000393088309334	1.59895201035938E13	5.675716724028851	3.2384847369082618E-12	3.531795115068372	0.4464066104023765	0.13039046863763942	0.18707442766219928	0.23612849329778524	0.005059056561929239	-2330.328302668924	-712.3559811576615
7300000	-3040.128649163257	-761.848726420416	-2278.279922742841	2.629952127017002	9.092048134039156E12	1.7802230148189264	1.6167010863511863E-12	2.855101176588855	0.39273453016723436	0.1488140548004442	0.2121738344195169	0.24627758061280497	0.00444946946433262	-2278.279922742841	-753.4855811747481
7400000	-3082.1660374462026	-792.008538662462	-2290.1574987837407	2.5267293597921596	3.053049220542763E12	2.3589268573861992	8.715234581118467E-12	3.107435364909922	0.41324307067997423	0.13995240621753594	0.19675309062035695	0.25005143248213335	0.0034852826145179323	-2290.1574987837407	-780.7843299838404
7500000	-3001.1571863693293	-726.9157729012078	-2274.2414134681217	2.4172692597569974	3.141922887980116E11	2.5001701051652776	3.770514301761815E-11	2.976425794171716	0.40074033375490486	0.1717281054337133	0.16538909867141297	0.2621424621399694	0.0049593045172078845	-2274.2414134681217	-718.8332057875332
7600000	-3075.3900374540663	-789.317361001173	-2286.072676452893	3.010415189968353	6.716180094128953E12	1.6438519831893479	2.7755132850231062E-12	2.990108194956662	0.4220026325151962	0.14876988567959254	0.18544841906542947	0.24377906273978217	0.004172749952976993	-2286.072676452893	-780.316468529102
7700000	-3025.5053737707	-717.4546518396493	-2308.0507219310507	1.68784360054127	2.2001846822310256E14	4.8344867663511915	1.5533277886009406E-13	2.508941302973384	0.4130154628431458	0.14609291217582038	0.19339446467668822	0.24749716030434615	0.004293706929037808	-2308.0507219310507	-707.6072129635135
7800000	-3002.29725232719	-716.8517916481427	-2285.4454606790473	2.286059315442339	2.1233442344094888E15	1.9764243613560095	3.78697590024999E-15	3.076862795093264	0.3930260431691851	0.1475960668595781	0.19376160691462602	0.26561628305661134	0.005314785234946697	-2285.4454606790473	-709.0287194013046
7900000	-3032.738834763124	-714.8111757212978	-2317.9276590418262	1.6652518328154788	1.3437485652033872E16	3.9894195882194423	1.3514263576317212E-15	3.1735989727489033	0.41478677737216146	0.12697698161267124	0.2124424015599566	0.24579383945521124	0.005317101487206428	-2317.9276590418262	-705.7577456301545
8000000	-3059.2464405257224	-741.862164189687	-2317.3842763360353	2.2209264289692694	6.497534120106554E15	2.156657501806355	1.826559800363611E-15	2.864772439039353	0.3959106522989152	0.1637587620418251	0.17379586787202123	0.26653471778723903	0.005635007541053389	-2317.3842763360353	-733.2807822170738
8100000	-3025.878679735535	-726.802060752688	-2299.076618982847	1.6929712511271118	1.928569186666835E15	3.278584132999028	7.956004047409472E-15	2.764874762884761	0.4014594508970717	0.13519365168716535	0.19953382365623418	0.2638130737595291	0.005111750531593187	-2299.076618982847	-718.3393328610466
8200000	-3026.3816842478673	-711.9207342408826	-2314.4609500069846	1.447592297174188	3.2716180189890428E16	4.573337382739491	7.522617969945922E-16	3.1210549528323415	0.4184847077920706	0.14375720274104592	0.20065055523735068	0.2371075342295331	0.005421025616157845	-2314.4609500069846	-702.36310394733
8300000	-3014.5265901022167	-729.136833510337	-2285.3897565918796	1.671591473041072	3.1412750532117225E15	4.01733988989627	7.239075173614985E-15	2.736344827521633	0.4419579888813689	0.16822429203034292	0.15992752801824278	0.22989019107004566	0.004659001814197074	-2285.3897565918796	-720.1246097271298
8400000	-3019.684218838551	-732.2059661137973	-2287.4782527247535	1.9366992198152815	1.7752516485068698E15	3.391683116206569	1.0420996140271239E-14	2.9344286330857696	0.43162959494862635	0.1435434562879985	0.19417518013244198	0.2306517686309335	0.004506196214201269	-2287.4782527247535	-723.3320207837005
8500000	-3004.724468201351	-725.2827399930462	-2279.441728208305	1.9692684660392727	4.7717030392836206E14	3.485481139600509	3.16997456709097E-14	3.249100877903032	0.4198056287909285	0.13481238069168133	0.19035049009330804	0.25503150042408257	0.004499188102108767	-2279.441728208305	-716.4768969372482
8600000	-3014.216017811516	-731.7506117120562	-2282.46540609946	2.356397348234586	1.001349188898213E14	1.8889076872546267	1.054835275061805E-13	3.1772834048608236	0.4430694797876733	0.14319175428404451	0.15886804350043704	0.2548707224278454	0.00557802672097048	-2282.46540609946	-723.319742876037
8700000	-3007.841940931622	-717.3391367135875	-2290.5028042180347	1.9380588469164501	9.187144550659082E14	3.4130186890934895	1.4146305206320151E-14	2.989065233058352	0.4139763192505629	0.14387497575549274	0.17513178078909444	0.26701692420485035	0.005055146398959093	-2290.5028042180347	-708.9590221023357
8800000	-3053.7641817210865	-786.8192850735237	-2266.944896647563	3.7361661080429376	1.80528316831599E14	0.41288186104860836	5.704947372801557E-14	3.080073476105093	0.422163193938702	0.1398929406059151	0.19647742827894255	0.24146643717644078	0.0038855702345821433	-2266.944896647563	-778.0313100423236
8900000	-3048.0057208562175	-763.5879524365129	-2284.4177684197048	2.6205689384120547	6.100661011167748E14	1.6239557733313665	2.2470997280118387E-14	3.6977661894231892	0.45954102336369423	0.13992038707605423	0.16625850820057037	0.23428008135968156	0.0039878938388292675	-2284.4177684197048	-754.3039476046134
9000000	-3035.55681206804	-745.5479884402787	-2290.0088236277616	2.651538112467912	3.306341031807825E13	1.3797314589098175	3.054574795574357E-13	2.2600925116618886	0.39568330911259664	0.14396322761992109	0.19507821423403998	0.2652752490334427	0.004842942228562181	-2290.0088236277616	-738.0951993165307
9100000	-3000.480400259863	-734.4214029874513	-2266.0589972724115	2.0542518991512915	1.868578835287265E14	2.9489677389038356	8.355497427902376E-14	3.416752402809728	0.4215421608824183	0.14238974542253138	0.18160420394001342	0.2544638897550374	0.003987674652689673	-2266.0589972724115	-724.8514365092758
9200000	-3010.2576916040325	-724.3637195206613	-2285.893972083371	1.6930366155878092	1.0843568176017776E15	3.711870023747478	1.6009425254890572E-14	3.219354044679243	0.40421787361823636	0.15903824986123202	0.1735782069019507	0.2631656696185814	0.004511968612203487	-2285.893972083371	-715.3988805738398
9300000	-3070.644065379113	-789.7054450514098	-2280.938620327703	2.8320838242922446	2.225456867457266E15	1.8241317181834822	9.054636395519148E-15	3.6035974085226363	0.40248995884851874	0.17487907292533822	0.17831134641738092	0.24431962180876254	0.003621179463883734	-2280.938620327703	-779.104967408098
9400000	-3050.031202271053	-749.5758985358491	-2300.4553037352043	2.327633399460491	6.977868618911991E15	2.3699392437545908	2.0617666845455575E-15	3.407427809252937	0.41301708443830604	0.15773557713531847	0.1843485379297969	0.24489880049657886	0.0044498021563717915	-2300.4553037352043	-740.9245214568655
9500000	-3062.2058873198084	-773.4911052179428	-2288.7147821018657	3.149882164728288	1.531639396563338E16	1.8397702867753631	1.0795280305908848E-15	3.239681069344274	0.40539321923449156	0.15691083718840737	0.20405654845878554	0.23363939511831586	0.0038939262306829426	-2288.7147821018657	-763.9212764613924
