# BEAST v1.8.2, r6687
# Generated Wed Dec 30 17:18:17 PST 2015 [seed=1451524696487]
state	posterior	prior	likelihood	treeModel.rootHeight	logistic.popSize	logistic.growthRate	logistic.t50	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	treeLikelihood	coalescent
34400000	-3022.2795306378994	-735.4562607822593	-2286.82326985564	1.673285215789516	5.45352537184907E9	4.639662705634356	8.143665767676145E-9	2.9903490387262535	0.4191371075363717	0.15829948087688978	0.1702836512633765	0.25227976032336175	0.004032151177941353	-2286.82326985564	-724.7725420809757
34500000	-3039.7385897326767	-742.9399572350226	-2296.798632497654	2.1281631861527077	2.19183069482127E9	2.451564920102866	6.729841801590898E-9	2.9186999954175055	0.4422322109978376	0.14731522668676023	0.17797869667358526	0.23247386564181668	0.0042632392350584365	-2296.798632497654	-734.1971576522062
34600000	-3011.1077222341023	-729.820559182349	-2281.2871630517534	1.9704008854541384	4.2902370360524345E10	2.828593414112062	3.285611282252171E-10	3.278877722486325	0.42001209369725595	0.14352118749964934	0.1827625540001109	0.2537041648029835	0.0047849054686038995	-2281.2871630517534	-721.3832881666591
34700000	-3029.2503633117444	-728.645059090686	-2300.6053042210583	2.29829033909685	3.304564475153115E8	2.644321911956876	3.700455426563483E-8	3.1139427926614136	0.4388312154965282	0.1567142170529267	0.17030551270371583	0.2341490547468289	0.004752168207717243	-2300.6053042210583	-720.4355995367606
34800000	-3011.619899934938	-719.444161571319	-2292.175738363619	2.4159076806336524	1.4508423120630422E9	2.257316230660995	6.562603056295604E-9	3.5672631754652646	0.42901715956372605	0.11295714579941184	0.20397111719717043	0.25405457743969145	0.0055350380929572555	-2292.175738363619	-710.9901587292529
34900000	-3025.974055536766	-750.0562196003125	-2275.9178359364537	2.000901945890912	4.829172015419693E8	3.0086372052714996	4.399308731179081E-8	2.905165955434616	0.42529274592770694	0.13291637451640556	0.19222160949019762	0.24956927006568974	0.004098608825029349	-2275.9178359364537	-740.5768359971523
35000000	-3054.8528089483652	-767.8144461744762	-2287.038362773889	2.0765550551571472	4.0714456124470145E8	2.5412192115685963	5.2149196876940326E-8	3.0715613020319936	0.4621970770414905	0.1348087159383701	0.20253294972989044	0.20046125729024877	0.0038795870630510235	-2287.038362773889	-757.9051681923808
35100000	-3015.5883400169114	-720.7576536545198	-2294.8306863623916	2.1182158041328236	9868665.100894473	3.3982361329645823	1.4603964448746782E-6	2.699828467804692	0.3958629551668778	0.16475763299992305	0.2076693096608215	0.23171010217237742	0.0048805327700858075	-2294.8306863623916	-712.422186051979
35200000	-2973.4701844114134	-694.9186790797105	-2278.5515053317026	1.9063132325557988	4.844859281022863E8	3.2211061898590523	2.3562292352774777E-8	3.08617661963362	0.42723537316872007	0.15368515639311364	0.16231978491709792	0.2567596855210682	0.005748244735209962	-2278.5515053317026	-685.9127866321896
35300000	-3019.250569463606	-734.9987371287167	-2284.2518323348895	1.722553206384304	4.34640216809417E9	4.015930972068969	5.9925710444167294E-9	2.6847971251781995	0.4316226689173162	0.16570930568098932	0.17813056996138854	0.22453745544030576	0.005412623519281005	-2284.2518323348895	-725.6714976950178
35400000	-2991.4404872187392	-705.4689228889011	-2285.971564329838	1.7753090164983423	9.013326582571804E9	3.698288886904847	1.6246989647475914E-9	3.248473468174849	0.4241191102079552	0.14958575514149766	0.1695493661581932	0.25674576849235387	0.005603071461878685	-2285.971564329838	-696.3173064555946
35500000	-3006.049944512147	-720.7041732387779	-2285.345771273369	1.9362139302915422	7.702173400938316E9	3.8712100106007	2.395511195330839E-9	3.2306736611100417	0.42344622063235277	0.1442061603264577	0.1965218471731663	0.23582577186802317	0.004790961310351016	-2285.345771273369	-711.8216956949738
35600000	-3087.3890826638353	-769.0088356429269	-2318.3802470209084	1.959935632416338	1.014634302096516E12	4.345343055880505	5.514260653666498E-11	2.8451697354510705	0.4512331848951955	0.13030035140353527	0.17550803197211723	0.242958431729152	0.00364736285939572	-2318.3802470209084	-757.2585258379706
35700000	-3054.747940050356	-759.6080100504196	-2295.1399299999366	2.06028845274475	1.43458981350416E10	2.8783062561854402	1.5043566276367949E-9	2.9630977861447914	0.4087567246412072	0.15254761752656407	0.18645168701441125	0.25224397081781735	0.004239742090190613	-2295.1399299999366	-750.3517179490881
35800000	-3037.261453403875	-729.1914938997779	-2308.069959504097	1.7779429019488415	1.083884794880262E10	3.5759607720401423	1.9419956058241675E-9	2.9490539534580216	0.4075802540036721	0.16802293826048256	0.17445047312949413	0.24994633460635124	0.004914253731824694	-2308.069959504097	-720.3478903224111
35900000	-3082.418659569127	-789.9372520345657	-2292.4814075345616	2.9618254623963582	1.757987805176655E10	1.730206720600727	1.0194092018729049E-9	3.741132012576039	0.4156172445009256	0.14450783908393056	0.19690955751265948	0.24296535890248436	0.0038061024223727123	-2292.4814075345616	-779.9425155266629
36000000	-3018.2081135179824	-723.8842787451368	-2294.3238347728457	1.973188590354574	9.910959709197926E9	3.5842515876529335	1.6948980427082387E-9	3.7918422857702065	0.40601234664310065	0.15368157586408154	0.189101643923311	0.2512044335695067	0.0043824255735454565	-2294.3238347728457	-714.6610655738892
36100000	-3024.5479546804063	-726.3511925265439	-2298.1967621538624	1.8964754525991152	3.8461822755428267E8	3.2188444094619517	4.099510931658308E-8	2.6242404051007715	0.42441599975207844	0.15685054382781533	0.17174494211266597	0.24698851430744018	0.0046386816033310635	-2298.1967621538624	-717.9002550734598
36200000	-2971.7911515523256	-677.3247209348813	-2294.466430617444	1.4380534066248563	6.0805826518106714E7	4.503589777186618	2.122079073151097E-7	2.9948749733238236	0.4470233107129094	0.13998738959446105	0.17493594318011538	0.2380533565125142	0.005273731768956314	-2294.466430617444	-668.6355512507156
36300000	-2987.1350739999652	-681.2884768751381	-2305.846597124827	1.3518258035807027	2.690950566847435E8	6.268109568610658	1.0349040455915803E-7	2.9588564835949884	0.43834558183157174	0.13574613811757444	0.1950144639765418	0.23089381607431203	0.005553196446894959	-2305.846597124827	-671.1914047975979
36400000	-3037.0889338209217	-742.7787306975903	-2294.3102031233316	2.0916836126102054	5.484528705554337E9	3.254813688298057	4.029512750239315E-9	3.075765583680584	0.42014236031725927	0.15509599674776062	0.17679146597502501	0.2479701769599551	0.004300771378414938	-2294.3102031233316	-733.4780414341507
36500000	-3054.172563554864	-766.6137629743647	-2287.5588005804993	2.4080127444392225	3.212647124554695E9	2.3661377907404546	6.364631618700019E-9	4.163024495944866	0.41936818723120717	0.15354372536300082	0.19965995932915875	0.22742812807663312	0.004395734015149269	-2287.5588005804993	-757.3242744037358
36600000	-3020.0281286713634	-728.1254976696705	-2291.902631001693	1.6747180940555748	3.8359778603251654E8	4.254613385477397	5.779617118344717E-8	2.8844707680265635	0.46517069118441307	0.13744084358602351	0.17091147582267394	0.22647698940688932	0.0044620523588842186	-2291.902631001693	-718.8986595812568
36700000	-3007.245620173876	-729.2893393733402	-2277.9562808005358	2.3878111090272447	1.0949148328883797E7	2.567918344497773	1.1375919963036369E-6	3.3568261589230106	0.4319817618548169	0.13272296029728933	0.17604429837235933	0.25925097947553416	0.004940057416418526	-2277.9562808005358	-721.0239718628839
36800000	-2977.852021518443	-688.3802086258714	-2289.4718128925715	1.341237857320797	1.2963741217265694E9	4.513707079447589	1.0303183092078765E-8	4.109263919990232	0.4107044792552006	0.15297182100597134	0.18227524665700007	0.25404845308182794	0.005345539571595521	-2289.4718128925715	-679.2186809256395
36900000	-2971.543928082472	-686.2127316593736	-2285.3311964230984	1.317275183156273	5.120594699871905E8	5.6953944323222006	5.152501834202245E-8	4.637832903900476	0.4155882440089144	0.1597517783818999	0.17125498108930381	0.2534049965198819	0.005971547942165328	-2285.3311964230984	-674.9294641179233
37000000	-3080.9729540403323	-760.5203462790688	-2320.4526077612636	2.2124841945932663	4.804709034585301E9	3.12190631817914	4.8984872177244515E-9	2.74743408725213	0.4138298700768886	0.16331649083337477	0.16406569450942807	0.2587879445803086	0.00435541164384143	-2320.4526077612636	-751.3721919027631
37100000	-2980.0070493539433	-703.5049524256721	-2276.5020969282714	1.6063071451808424	4.546851588128869E11	4.883044421193146	4.9920930700515694E-11	2.980703722829725	0.4018811838102292	0.16611372013147405	0.17220194146732848	0.25980315459096825	0.004254265364895523	-2276.5020969282714	-693.8332092218357
37200000	-3057.775273528666	-764.7730920302536	-2293.0021814984125	2.3070957536589516	1.5723118589939749E10	2.817616242817366	1.6564857662421924E-9	2.958143931908623	0.41611510854145634	0.17297375873094445	0.1753764076699857	0.23553472505761353	0.003928772476102632	-2293.0021814984125	-754.7568544384311
37300000	-3045.4193339175135	-761.6156951656038	-2283.8036387519096	2.178092164177954	4.3559374890103796E11	1.7100286991660076	2.9539940447578964E-11	3.1696633884296177	0.4297936437790297	0.11696006792321623	0.21719823164650473	0.23604805665124928	0.004370586496246304	-2283.8036387519096	-753.2004294625265
37400000	-3031.0575734011422	-753.0468917039951	-2278.010681697147	2.3193057533061445	7.626537479566865E11	2.494212929435071	1.9586708550140028E-11	3.385035452971284	0.43362587712690004	0.14225937150403636	0.17510795879018531	0.24900679257887814	0.004457523227405671	-2278.010681697147	-744.3592715389507
37500000	-2975.9443941819272	-698.4063612686542	-2277.538032913273	1.952176199010413	9.142749845549526E11	3.219440199722161	1.224636900288451E-11	3.6506675924989693	0.4272777038578557	0.13421749983403136	0.1740380330308501	0.2644667632772629	0.0056411994414270784	-2277.538032913273	-689.4124392122882
37600000	-3009.1344497975456	-725.6232694721893	-2283.5111803253562	2.0679561025109363	6.605836031517291E10	2.6522115733421785	1.6154726968059236E-10	3.7509540996745483	0.4339775125484835	0.15296536091729407	0.18228300580068413	0.23077412073353834	0.005249014197548793	-2283.5111803253562	-717.2296037276585
37700000	-2956.3544690653935	-676.6081373405782	-2279.7463317248153	1.6144500495677019	1.6656894354148364E11	3.279056419747709	4.430292975431468E-11	3.0409510277310674	0.42574354833044736	0.16956211554768422	0.1548311032435179	0.24986323287835044	0.006130415816289905	-2279.7463317248153	-667.1445855907587
37800000	-3099.652033773306	-828.9836100004563	-2270.6684237728496	4.172777684551743	9.248067186036765E11	1.0112521874643934	2.183407684497135E-11	3.6542667021579267	0.40883235524582706	0.15094854126443163	0.18321916987370085	0.25699993361604023	0.0032678364922752194	-2270.6684237728496	-817.3463759030493
37900000	-3019.0843082864426	-742.1653013690101	-2276.9190069174324	2.7246672855043816	4.4850439845811165E10	1.7043138463482719	2.2264951438404028E-10	3.451428326958111	0.37482594664448243	0.1581580591274943	0.1804889424902944	0.2865270517377285	0.005594849174579235	-2276.9190069174324	-733.7139547017093
38000000	-3055.949203949458	-773.6640857226821	-2282.285118226776	2.813516983033391	3.0820054893826557E10	1.7449232933161547	4.633753897543343E-10	4.150009106810608	0.41930440224415966	0.15093738413645372	0.17220821981793488	0.2575499938014513	0.004350234095522368	-2282.285118226776	-764.7960122947125
38100000	-2953.193326538353	-677.7280549152294	-2275.465271623124	1.7921657165428213	2.896279130116433E11	2.651172145837752	1.940847166311884E-11	3.7484743813335837	0.4235875792088677	0.14445964148503082	0.182929572946368	0.24902320635973288	0.00638776509556552	-2275.465271623124	-667.6276087328722
38200000	-2980.2117480885854	-690.252651208287	-2289.9590968802986	1.6440555862241566	2.0135662676121407E10	4.316820183276641	6.080658033689741E-10	3.2499162775693593	0.3754212852824901	0.16589792988517246	0.18928690175731913	0.2693938830750177	0.005968255927883573	-2289.9590968802986	-680.4367763114398
38300000	-2975.4773858971625	-701.7653349270382	-2273.7120509701244	1.600750097361289	8.050657180789066E9	3.5290329221483328	1.4125919723995119E-9	3.8341450121221503	0.4242212527566081	0.1398707384214363	0.18242127111507667	0.2534867377068783	0.005478110621585209	-2273.7120509701244	-692.8834096450909
38400000	-3009.924380619058	-735.224638511528	-2274.69974210753	2.094814098402665	5.448061225306004E9	1.9258378741328923	1.9418569628787604E-9	3.0985805807075573	0.416899413224231	0.13741422405807693	0.17373200118509655	0.2719543615325948	0.004993294106642348	-2274.69974210753	-727.3191980342265
38500000	-3054.0622992570643	-757.6038790067691	-2296.458420250295	2.88345546461516	5.442691904387692E9	1.7655614357343286	1.992734462127143E-9	3.497814781669081	0.41636157395791895	0.16055675968629662	0.18607329565558178	0.23700837070020186	0.004062632324148022	-2296.458420250295	-748.7551015271534
38600000	-3075.2540791349957	-757.6774892566355	-2317.57658987836	2.353756297302952	4.2597106504786477E9	2.703198131927832	4.179678741906787E-9	3.8513826201507553	0.4118878125320377	0.14038329474997838	0.1890814263795127	0.25864746633847063	0.004172857550377274	-2317.57658987836	-748.2415861358743
38700000	-3025.307953934973	-704.5661861045127	-2320.74176783046	2.028957555085228	1.6038927308081608E9	3.0432920265275154	6.647103161580533E-9	4.759966442864764	0.4742358332403967	0.14900560815621325	0.14575362028131664	0.2310049383220729	0.005023208810515071	-2320.74176783046	-695.9131731172877
38800000	-3030.846789224616	-757.0079788069639	-2273.838810417652	2.2719704305385684	9.664335184707606E7	2.8773312203828727	1.8506503072926723E-7	3.6645436357728984	0.4146470858413171	0.1544952089475587	0.1672389282346535	0.26361877697647024	0.004434090066335102	-2273.838810417652	-747.9600022462943
38900000	-3035.571810957417	-750.6534962551181	-2284.9183147022986	2.5697608973259274	7.502987749224573E8	2.1269643902052415	1.8324610671968927E-8	4.43114989139184	0.44415354465441015	0.13463917920842777	0.18347443643451056	0.23773283970265105	0.004400785090395056	-2284.9183147022986	-741.7321753745797
39000000	-3005.8062740799896	-709.224533381856	-2296.5817406981337	2.1384669977417765	1.513712141743291E8	2.450450909880716	6.241183281782451E-8	3.8561189267162472	0.39376355007114916	0.17483186036081041	0.17355149320414148	0.25785309636389836	0.005154226604909566	-2296.5817406981337	-701.0254620975395
39100000	-2998.9361264951185	-711.0018390959658	-2287.9342873991527	1.7059840141226739	8.695298503071387E8	4.37182989077424	2.0422636159334865E-8	2.98929930248441	0.41094188598044834	0.16225504881467964	0.17713573037268404	0.24966733483218753	0.004706555516744473	-2287.9342873991527	-702.118526418616
39200000	-3008.3833735060825	-718.5748417364669	-2289.8085317696155	2.2816152914469523	8.717737124435893E8	2.571873133093514	1.3583580367152191E-8	3.426105701776239	0.3981493078387938	0.17367106481844766	0.1667944595336146	0.2613851678091435	0.005299069077533982	-2289.8085317696155	-710.1620987105644
39300000	-2963.141565494626	-686.713830787342	-2276.427734707284	1.4927009242285392	3.388493406703059E8	4.4894868377156785	4.263126248159358E-8	3.079631240174383	0.3937633330524481	0.15005549190932482	0.1842081511609646	0.271973023877262	0.005575541332771326	-2276.427734707284	-677.5311658092174
39400000	-2980.1515219688113	-703.6591412597913	-2276.49238070902	1.7038774513038384	1.111832880598732E8	3.6517501134596406	1.1774339973005481E-7	3.6303069265303267	0.4314892496192912	0.15519189864651922	0.18059049145140443	0.23272836028278485	0.005262110863221574	-2276.49238070902	-694.9084667382857
39500000	-3016.0174047310793	-740.8629016196649	-2275.154503111414	2.239091852135408	1.729684304095235E8	2.3461324156921513	7.773591482961257E-8	4.309236845678807	0.41358820597421164	0.1518340560905988	0.19160528494603302	0.24297245298915623	0.004471519707513173	-2275.154503111414	-732.0369701953308
39600000	-2968.263331164399	-682.3089769910627	-2285.9543541733365	1.6010618089070403	3.045077506981988E8	3.943294272432489	3.530186477688566E-8	4.538740229437302	0.44006142879766397	0.12670943881498264	0.1917832482417948	0.24144588414555834	0.005348268860120007	-2285.9543541733365	-673.3416195251142
39700000	-2973.5564922224958	-686.8952838558477	-2286.661208366648	1.4263575148772272	4218892.908550904	4.598072714604009	3.6453971103856293E-6	3.634380930224883	0.439097242219008	0.14776076358316184	0.1783835987478688	0.23475839544996113	0.006139434924027755	-2286.661208366648	-676.2341728597598
39800000	-2984.601828643238	-710.113242482233	-2274.488586161005	1.6518779923487035	9.785736024820669E7	3.588270882662048	1.6883417235492086E-7	2.4744059551816218	0.4224351686284066	0.15003109013201144	0.1919062394742366	0.23562750176534514	0.005136657207913171	-2274.488586161005	-701.6313797897087
39900000	-2973.25105030378	-686.9714317504673	-2286.279618553313	1.5788264873338511	1.0268222294364065E8	4.432417236048486	1.5033553989099073E-7	3.5277025629851178	0.4172566042643066	0.13053409426798365	0.20002161487385434	0.2521876865938552	0.0058472261296511775	-2286.279618553313	-677.0880321413166
40000000	-3041.7438987937708	-744.2220782803535	-2297.5218205134174	1.6766515912330353	1.395560693643199E9	3.7565113584557084	2.0543200428762786E-8	3.451139510903894	0.43627671114915934	0.16234270381403698	0.16151370790913958	0.23986687712766389	0.004450858403830932	-2297.5218205134174	-734.622817787816
40100000	-3003.397215228737	-717.6689071734214	-2285.7283080553157	2.022279826235011	2.369671803785065E9	3.2722986432065393	6.2721508335799015E-9	3.0190336297944786	0.4230670715877198	0.15173299392161946	0.18371305378867095	0.2414868807019897	0.005125906004058372	-2285.7283080553157	-709.1547450607752
40200000	-2988.8007432287413	-698.1940545384255	-2290.606688690316	1.6006399308596213	6.854737466591597E9	3.485575801562346	1.831490443312916E-9	3.594419804365996	0.42781054922564243	0.1379529959044096	0.19531049185135632	0.23892596301859143	0.005071084331737871	-2290.606688690316	-689.6346701360075
40300000	-3050.946939708216	-744.5988013023342	-2306.348138405882	1.8387504649083548	1.115431577194492E10	3.916646420329387	2.608862717314618E-9	3.2699777934647214	0.3821661035693387	0.1469334849807954	0.21847226338252926	0.2524281480673364	0.004240318184482705	-2306.348138405882	-734.7425241390546
40400000	-3016.3470227824782	-710.5172218738405	-2305.8298009086375	2.14540051939277	2.4488880695058212E10	2.1876635730993073	3.1601911731556805E-10	2.9657414590425133	0.416558419879118	0.1612649164724121	0.18597371636909907	0.23620294727937058	0.005343625962996734	-2305.8298009086375	-702.7159316766035
40500000	-3007.6307812618134	-724.2472314616141	-2283.3835498001995	2.2625198102966335	6.963822021110245E9	2.6235752287182543	1.656320602006568E-9	3.477554879658372	0.415613444129174	0.15027491619307212	0.18826419396241106	0.24584744571534273	0.005380308617842048	-2283.3835498001995	-715.7527832555847
40600000	-2982.364406213324	-682.0612415026143	-2300.3031647107096	1.669767853068699	2.0267595331149643E10	4.228796102988086	5.923216244157474E-10	2.4738021793018796	0.4284201048995313	0.14222556228034755	0.16281832435170088	0.2665360084684202	0.005292071535656728	-2300.3031647107096	-673.665927473804
40700000	-3003.303252762428	-721.9128524509423	-2281.390400311486	2.5080336340839615	5.392933743314297E10	2.1222483506602323	1.9023810113769198E-10	3.1070140131015354	0.42476256876094526	0.138736569126352	0.1860194201223791	0.25048144199032374	0.005208882248481112	-2281.390400311486	-713.9032030629442
40800000	-3004.507344191191	-715.0553640668803	-2289.4519801243105	1.9810813458570178	1.031779822223281E13	2.695506749246991	9.519098376802493E-13	3.483432221627785	0.4103636940825057	0.13187012996887804	0.19299598257134493	0.2647701933772714	0.005689668631671721	-2289.4519801243105	-706.2605202781967
40900000	-3043.591621224638	-760.1811791319989	-2283.410442092639	2.6111182040484833	3.7012174017010737E12	2.322367726132396	4.824449260336287E-12	3.4541166892268538	0.4116752138792173	0.1543980540096787	0.18646333219031758	0.24746339992078656	0.004824510118928322	-2283.410442092639	-751.5489723354012
41000000	-3016.745439832893	-722.0693858878903	-2294.676053945003	1.8825731232517247	1.513656678606647E10	3.3607937337580704	9.001444198482208E-10	3.340869513728837	0.3951714157167653	0.14364064693790587	0.21537284701208861	0.24581509033324034	0.0051283121387623075	-2294.676053945003	-713.5110282544146
41100000	-2974.906936490764	-695.919135861488	-2278.987800629276	1.914203019690577	3.711496385469211E11	2.278809355569776	1.8447728495865896E-11	2.605666235020083	0.41733882598096955	0.1555842658725601	0.19374122570565758	0.23333568244081287	0.0059913118408895	-2278.987800629276	-687.2391425304794
41200000	-3007.9365937591874	-713.0154510570662	-2294.9211427021214	1.8239428452557538	4.588111562346734E9	3.939617892597419	3.3460991489687498E-9	3.3420818685139784	0.3971154887482958	0.18463797213893052	0.189642517152099	0.22860402196067495	0.0049074950411808465	-2294.9211427021214	-704.2828824142006
41300000	-2953.594010391457	-699.5263027136251	-2254.0677076778315	2.7147823828545246	2.243857174182028E10	1.9058154031420917	2.7483689822605425E-10	2.941463601660109	0.43545293467372026	0.14328516249221848	0.17471415650142336	0.24654774633263818	0.0059444114997745726	-2254.0677076778315	-691.0137433114697
41400000	-3033.8925668751917	-752.3930886604434	-2281.4994782147483	2.796484412296359	1.5193294425581345E10	1.756103973031942	7.373961139470705E-10	3.298024708262974	0.4403575633821054	0.1448020777531778	0.1721977154706965	0.24264264339402025	0.004327905524846901	-2281.4994782147483	-744.0121284204362
41500000	-2998.1828822817847	-707.8899715929174	-2290.2929106888673	1.6261623629445872	2.4728767365019155E9	4.393449423093645	8.658381875472048E-9	4.095065544254801	0.43085659268483684	0.14023371932894196	0.17957310096441834	0.2493365870218029	0.005538773746545196	-2290.2929106888673	-698.0504727594256
41600000	-3025.764838502876	-712.4743436116909	-2313.290494891185	1.6795602912661451	2.980316479004775E9	4.952427796869566	9.905688619951718E-9	3.546073237344998	0.4205753132973088	0.14341629480511978	0.1932018853405356	0.2428065065570361	0.004088035692690057	-2313.290494891185	-702.0584119978021
41700000	-2994.3425008830354	-703.4140582908782	-2290.9284425921574	1.6736262989731863	5.698794359127817E8	3.8463327015743216	2.306476114940791E-8	3.618967675911837	0.4096010372963175	0.14382860430609176	0.17725557394343236	0.2693147844541587	0.005358491571662551	-2290.9284425921574	-694.5375161369127
41800000	-2973.1710328304093	-696.2096022176056	-2276.9614306128037	2.9912673920185995	4.063045817433478E8	1.2618156313702225	1.402952412660903E-8	3.198508743784523	0.4137482299436738	0.1340670920604183	0.19697224025774468	0.2552124377381636	0.005599522711351313	-2276.9614306128037	-688.4849397099035
41900000	-3034.199655171478	-763.2514058730579	-2270.94824929842	3.0913858460874635	2.0075200317965668E10	1.8284214095262616	6.614601423092995E-10	3.398935005311235	0.4262292246593235	0.14831832466901776	0.18660814993684557	0.23884430073481347	0.0043087926776491205	-2270.94824929842	-754.6268167157826
42000000	-2984.1333385283124	-698.7670174448642	-2285.3663210834484	2.135708911238001	3.562425035056759E9	2.138040918002526	2.2282426210680538E-9	3.0488624695291104	0.4224559050306469	0.17243368397511644	0.15911468033045886	0.2459957306637781	0.005788914300797999	-2285.3663210834484	-690.2598203732517
42100000	-2985.133467725259	-682.4032481366405	-2302.7302195886186	1.3914942020069354	2.6546992200739437E8	4.723661824603423	5.204550715097089E-8	4.246000730201402	0.45539995126916916	0.13454403408584348	0.1855362737010292	0.22451974094395852	0.005304043627828519	-2302.7302195886186	-673.1671980613182
42200000	-3011.992184737792	-727.3266576639935	-2284.6655270737983	2.018369866358259	2.797524998720265E9	3.2983583032318826	5.768564897809814E-9	2.9051908163875404	0.4192726827861022	0.16031636406155916	0.2030901396675829	0.2173208134847561	0.004438711862503874	-2284.6655270737983	-718.5631378596614
42300000	-2970.509509847823	-710.3651495764848	-2260.1443602713384	2.2672134044100223	3.214335127616645E9	2.0592122153061654	2.6931072167173706E-9	3.181762828291217	0.4282773157165095	0.15928735155142645	0.1771621018343905	0.23527323089767396	0.005488189744816554	-2260.1443602713384	-702.2366922652028
42400000	-3044.3523774753935	-740.7612420945071	-2303.5911353808865	1.7046980745790616	1.3146006731423215E11	3.2297376049811635	1.5823519762501607E-10	3.340468324850079	0.40577932863242994	0.1602596259081925	0.16793972657781533	0.2660213188815628	0.005018952673224755	-2303.5911353808865	-731.843016904584
42500000	-3055.9795819301344	-758.073715401492	-2297.9058665286425	2.268575298270801	6.877826634561922E10	2.536351193096085	2.811044474065505E-10	4.480891042895609	0.4425679267150344	0.15411691097547345	0.1806949580417737	0.22262020426771895	0.004771947414905344	-2297.9058665286425	-748.9903737511283
42600000	-3044.9737964919887	-776.9194351807162	-2268.0543613112723	3.222869587373263	6.382496003351E8	1.2994677684961773	2.2839508196016024E-8	3.4582296328026536	0.4095139113361633	0.15262678826961174	0.16917596934618884	0.26868333104803666	0.0039054562493383294	-2268.0543613112723	-767.5466974960818
42700000	-3076.441679853948	-764.9781121886099	-2311.463567665338	2.0956048721421645	1.1127821306008577E8	2.631656286833443	2.2080226538859577E-7	3.437160319393456	0.46538475798119	0.13853817757513198	0.17231407979646918	0.22376298464720942	0.004765687490625432	-2311.463567665338	-755.9692767138056
42800000	-3010.897368695193	-718.9042226955823	-2291.9931459996105	2.0036644884541825	7193914.499852938	2.761709872373803	1.4725252439218157E-6	3.541818624194949	0.4317931011352658	0.1503759228338403	0.1875869060934122	0.23024406993748245	0.0050732918524402145	-2291.9931459996105	-710.6741158956106
42900000	-3045.4115684585627	-743.5872590969478	-2301.8243093616147	2.4818030940629745	2375766.934360279	2.2998570813037995	5.453896375519086E-6	4.0263087486383355	0.42395217859727935	0.16786590547206615	0.16170768578370381	0.2464742301469513	0.004963407688712787	-2301.8243093616147	-735.1153281975018
43000000	-3052.7910948827566	-753.0638162698048	-2299.727278612952	2.2033787319837295	1.1214795012343062E8	3.3245992895162075	2.3143513078399551E-7	3.560458546498694	0.4160959477265913	0.16136573132654541	0.19267855474448628	0.2298597662023775	0.004453785632890331	-2299.727278612952	-743.6145229566431
43100000	-2971.9049279191827	-688.0257971476748	-2283.879130771508	1.8040546604665397	1.545017460002136E8	3.5018571866002244	5.703431798367175E-8	2.928546096421935	0.4051042542853208	0.15617852121990117	0.18751280855157332	0.2512044159432052	0.0056747100775716265	-2283.879130771508	-679.4162992164454
43200000	-3052.766489168226	-777.9468908922477	-2274.8195982759785	3.64431467397583	2.2413124729371977E8	0.9386927612695775	5.5361291681137255E-8	3.3536310545420567	0.3745112500090076	0.15512879259927892	0.19898887010443514	0.2713710872872787	0.0039057840759435425	-2274.8195982759785	-768.8399370107467
43300000	-2983.5192309152253	-699.0686476063154	-2284.4505833089097	1.9945186434776272	8.187144654822748E8	2.2971092418199817	9.665919844578808E-9	3.172432401567806	0.4539869752533407	0.13102277802664206	0.17351321788324212	0.24147702883677555	0.006339988565214956	-2284.4505833089097	-689.0489751179538
43400000	-2953.443421216071	-683.7730767938747	-2269.670344422196	1.9729654032038018	5.807134906530883E7	2.5815298928301007	1.1685526627684023E-7	3.4130686942369763	0.401269688392521	0.15622237306979456	0.17233295992179123	0.27017497861589373	0.00604088922687329	-2269.670344422196	-674.6434237896043
43500000	-3122.0748120728813	-821.3418446086928	-2300.7329674641887	3.637672428855432	1.1829650662123203E9	1.5966606563381394	2.3832167394053407E-8	3.194753000311983	0.47783945902243463	0.13901548637017402	0.17433293499091862	0.2088121196164733	0.003228571064510431	-2300.7329674641887	-809.2731995792794
43600000	-3024.1568944979235	-734.5140223974631	-2289.6428721004604	2.2348422627747038	1.935939189194332E7	2.824139569428849	8.123609517864303E-7	3.9798559388120136	0.4138648946906007	0.15758861034340252	0.1860391645414199	0.24250733042457748	0.0045486193390244034	-2289.6428721004604	-725.6151787519937
43700000	-3214.5396062601803	-922.6914838081943	-2291.848122451986	5.899941089845001	9368526.003791898	0.7003565620884301	4.79613759375839E-6	2.661021875589335	0.4108307452231085	0.14962310995635061	0.19133370391254595	0.24821244090799552	0.0022109290142600046	-2291.848122451986	-905.4495214327673
43800000	-3018.6117215033764	-714.9873905856861	-2303.6243309176903	1.6215638615876902	625768.9591780585	3.2889963107914406	1.9431477151656237E-5	4.06723401120864	0.44012016344904026	0.12903598921145723	0.19832707000375638	0.23251677733574677	0.005386429352490054	-2303.6243309176903	-706.1285531700887
43900000	-3082.545397638491	-787.9876332513726	-2294.5577643871184	2.294062891835655	9495974.647481529	3.1050642736083964	3.9374139381515945E-6	3.2293686737307055	0.4555490333747827	0.16444126670899256	0.16471185601839858	0.21529784389782688	0.0034487851193545373	-2294.5577643871184	-776.1336857925861
