# BEAST v1.8.2, r6687
# Generated Fri Nov 11 13:51:56 PST 2016 [seed=1478901115769]
state	posterior	prior	likelihood	treeModel.rootHeight	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	treeLikelihood	coalescent
1700000	-2933.7538857924797	-632.7327268819846	-2301.021158910495	1.0758515307460976	243.6678128617169	8.564674664476405	3.312981977024855	0.4398537551623066	0.14140520834270603	0.17696409330228188	0.2417769431927059	0.11521079862777887	0.008481694406187672	-2301.021158910495	-627.0658680681437
1800000	-2980.783114159106	-696.3469497523654	-2284.4361644067403	1.4502462437799102	139.10185928999158	5.41025337406084	2.684634078218096	0.4207307235334326	0.1454005825114456	0.1775060742560342	0.25636261969908786	0.14490529961672702	0.006988217574864284	-2284.4361644067403	-692.1580583149664
1900000	-2919.672730253962	-645.7180758869512	-2273.954654367011	1.239194571033085	109.35827375706397	6.409322528004605	4.0186224108354525	0.4164154737226179	0.14521716194493797	0.19766891751699614	0.24069844681544839	0.11873381483213126	0.007967442398220177	-2273.954654367011	-641.6823204883524
2000000	-2919.2043579616893	-653.8274683137379	-2265.3768896479514	1.2571692560397154	185.38465501601863	6.916230732147457	2.3808129063731993	0.4223321145677048	0.15490298488392684	0.18835485115864015	0.2344100493897288	0.17531811589626073	0.007386503466748469	-2265.3768896479514	-649.6783193676184
2100000	-2976.9533260642115	-692.2667925776833	-2284.6865334865283	1.560970910142094	112.30264298047938	4.897360353026464	2.9466113903289743	0.44524171351964376	0.13829819739729157	0.1739479579515662	0.24251213113149897	0.10632368587709592	0.007573104133908759	-2284.6865334865283	-688.9176060990656
2200000	-2940.7716852675294	-687.5201925143999	-2253.2514927531297	1.6677058060884482	64.46713578982433	3.9503291582919715	4.1738042862019675	0.3849149286592733	0.1334067527567303	0.20503559375335587	0.27664272483064095	0.05714313661180223	0.007662273633169084	-2253.2514927531297	-684.5619485656491
2300000	-2880.8622423454863	-618.4589358985669	-2262.4033064469195	1.1647785252697376	49.2269169014398	5.4812941340871335	3.2719116271176185	0.4032963575316377	0.16805890530023693	0.18918037993070363	0.2394643572374223	0.10720743647874725	0.008555294123240714	-2262.4033064469195	-614.6912143130113
2400000	-2871.061833953815	-606.9490950982391	-2264.112738855576	0.8548776861421682	458.44076226053465	10.95846952390086	2.992871762169508	0.42206400914690007	0.14000413842775458	0.18383713480522845	0.25409471762011737	0.13044674571481277	0.008086746032937164	-2264.112738855576	-601.0398103420682
2500000	-2936.7660014258586	-646.9615243696252	-2289.8044770562333	1.0677186929375793	257.06390462893285	7.792428785513635	2.730885949822297	0.3913812442306621	0.15659632392493156	0.18046468628820822	0.27155774555619855	0.037453805233667994	0.007554752193211073	-2289.8044770562333	-642.5870458216526
2600000	-2968.2612655545745	-686.9901499214552	-2281.2711156331193	1.6323590284608738	85.71291863969304	4.635572617779563	4.11411054206997	0.40746387237352494	0.14151093467110964	0.20178609813694628	0.24923909481841947	0.12000801089910056	0.007617710990666359	-2281.2711156331193	-683.5410895648556
2700000	-2907.7450144572745	-654.9797992704329	-2252.7652151868415	1.2259644212913778	148.16753023911093	6.640224573768154	3.200025919431986	0.4173911319490961	0.14794336044774942	0.19111198204774368	0.24355352555541115	0.20998511832919672	0.007664911754156118	-2252.7652151868415	-650.8199574425685
2800000	-2898.92823988284	-646.0009931231531	-2252.927246759687	1.3174901111864525	101.75518788311781	6.172204416029051	3.0218094162567612	0.41265477819046953	0.13176473490530222	0.2033290770835961	0.2522514098206327	0.20140499634990192	0.00764916441468741	-2252.927246759687	-642.362439389405
2900000	-2939.3788607501383	-675.6421648922784	-2263.73669585786	1.453345134834189	86.23755938805367	5.253766928597272	4.1880517720564905	0.4360493383815522	0.13983005270659418	0.18614262258525693	0.2379779863265972	0.19136922010190424	0.00794436673638657	-2263.73669585786	-671.8276417619721
3000000	-2941.88595458951	-695.7495326399221	-2246.136421949588	1.5863814374728162	96.36136833141032	4.673803694942121	3.531540151266727	0.42150699258349206	0.16012407238927812	0.1960374801576676	0.2223314548695627	0.1349103536544909	0.007330352546981021	-2246.136421949588	-692.1979755524485
3100000	-2976.667812378675	-683.6374296301357	-2293.0303827485395	1.2111727835248907	154.60120474473808	5.985621340966089	2.537152941476284	0.42056986517344463	0.15854799240341955	0.19211723429759972	0.2287649081255366	0.09562807847788063	0.006731275789780346	-2293.0303827485395	-678.8825640429836
3200000	-2908.7390074144623	-642.867293078604	-2265.871714335858	1.1062555375472831	139.97519615812678	6.756056568982903	3.167619866890052	0.4362806400789551	0.14642317605420163	0.17572417318946826	0.2415720106773757	0.14712548889715948	0.007039640773504045	-2265.871714335858	-638.3908316397251
3300000	-2941.1737870892903	-654.6273533683261	-2286.546433720964	1.0230364430032295	422.03529396769665	8.488604723940563	2.9317333215539123	0.42967293715890903	0.16404455391469283	0.19025221278224375	0.21603029614415506	0.11090165386130144	0.007515519626674643	-2286.546433720964	-649.4268512725178
3400000	-2926.9788221907475	-664.1953829063775	-2262.78343928437	1.1911522032971618	236.2010066375141	7.146473776923668	2.920614902084034	0.4199288227875922	0.1426158456242512	0.20539242253654078	0.23206290905161647	0.1706850730127038	0.007267884261015719	-2262.78343928437	-659.4788920859181
3500000	-2911.4969416967765	-640.1481567638606	-2271.348784932916	1.0991632243665466	180.3730179078546	7.8918772821751215	2.718107520285292	0.4201542397477736	0.1613387621641158	0.1875710410502959	0.23093595703781536	0.1857616829953281	0.0076978055427635	-2271.348784932916	-635.8329473935072
3600000	-2907.24485446087	-618.8627789668507	-2288.3820754940193	0.9478074045967155	406.97208541803	9.885264342704673	3.0149183543845663	0.4211381666179135	0.14810275432335543	0.18464891691017524	0.2461101621485563	0.10087533576557896	0.007646223851492278	-2288.3820754940193	-613.5174027876826
3700000	-2908.409273029858	-651.6247146099948	-2256.784558419863	1.1095399842955365	337.1659013511462	8.60456652295306	3.189542520424059	0.4233254095216886	0.14509788841107366	0.21240346405186047	0.21917323801537777	0.0796240450441054	0.007595359286866078	-2256.784558419863	-646.6251117284954
3800000	-2864.177483222301	-600.1802075028661	-2263.997275719435	0.8971934622543876	294.763058017914	10.586228758112277	2.800213068013584	0.4201668489062389	0.14598195659600863	0.19899833278032017	0.23485286171743291	0.04976685515227451	0.007962314838650552	-2263.997275719435	-595.1152906068605
3900000	-2905.929009745451	-624.2559900315244	-2281.6730197139264	0.9499516941291626	701.3923827795752	10.277371874099002	2.3208583411191026	0.44045826257530185	0.13449936699821777	0.18643861275787382	0.2386037576686073	0.1398720639837135	0.007288392201982034	-2281.6730197139264	-618.3145054894453
4000000	-2988.227349804187	-693.573065482222	-2294.654284321965	1.510364107821976	219.0410301885829	6.174926677390049	2.6142963138702164	0.4102504087007456	0.16304733278279795	0.18013235965102908	0.24656989886542818	0.11768641661163849	0.007745221129033547	-2294.654284321965	-689.4724272054805
4100000	-2915.873046546874	-639.654208307762	-2276.218838239112	1.1508968356312053	208.13174878285395	7.662384425534359	3.0445598319235034	0.4069338671083224	0.17158203508763292	0.19346329524451183	0.22802080255953366	0.12918275035478735	0.007737055660251338	-2276.218838239112	-635.2175499896417
4200000	-2920.8055626677688	-649.3947649656632	-2271.4107977021054	1.1345578977361346	390.7753052912187	8.258131355389581	3.3476257084875107	0.3955323817312754	0.1719126916323258	0.17461969781699604	0.25793522881940345	0.12125364761893952	0.007577977512765842	-2271.4107977021054	-644.156049458518
4300000	-2958.8674310027873	-674.1813844375907	-2284.6860465651966	1.2821469501400038	234.4195754512576	6.773852600233169	2.812889744580153	0.45121248045184864	0.138328244269491	0.20199636150010916	0.20846291377855175	0.17009590696835336	0.007589425657654187	-2284.6860465651966	-669.7551908098981
4400000	-2911.1051635292497	-643.006640987209	-2268.098522542041	1.1453696187269318	149.04772789817474	7.104387580282117	3.997917372806587	0.43033309038616985	0.14233277738836553	0.17363385331678394	0.25370027890868124	0.19492969930393114	0.007794648525489632	-2268.098522542041	-638.5186827052322
4500000	-2929.9521909037207	-655.397219831329	-2274.5549710723917	1.1790201275197412	96.4632593924876	5.7435841807328964	2.962921851017761	0.4459163381004615	0.13413399506349077	0.1885656126224843	0.23138405421356412	0.18171398890878238	0.007848302900293792	-2274.5549710723917	-651.8845279584602
4600000	-2984.8137771416855	-707.6203452029376	-2277.193431938748	1.569488815684896	213.20247324167303	5.4488277935190625	2.866647828192836	0.4064758422660739	0.15068350898115676	0.200495112791034	0.24234553596173616	0.10671428983628176	0.006389550845312733	-2277.193431938748	-701.5012431610304
4700000	-2924.5171704743925	-674.7817137514949	-2249.7354567228977	1.376594446218112	172.15960182450794	6.530735610366479	2.8484805605243624	0.4128401940675648	0.14699459738687698	0.19108399065505985	0.24908121789049914	0.018368639113152604	0.006730294791382914	-2249.7354567228977	-669.8795680812692
4800000	-2893.084453364525	-633.6140247403266	-2259.4704286241986	1.384463199901959	54.01866932460139	5.061591030494828	2.9972558074361935	0.4427484934271097	0.14033065021661362	0.17918448572994544	0.2377363706263321	0.10362199375077136	0.008575852650846611	-2259.4704286241986	-629.8667086290347
4900000	-2902.251369459206	-641.3576702911352	-2260.893699168071	1.158948310918523	156.21949897710292	7.272931074615022	2.7516827035223015	0.44849988632713883	0.16107835016593924	0.17021257924727864	0.22020918425964414	0.15755292224557432	0.00779477269150385	-2260.893699168071	-637.2947719123705
5000000	-2976.8425823046773	-699.3298055407685	-2277.5127767639087	1.826854366395106	72.45621004223186	3.851330754776537	1.833443224203192	0.3950955908153694	0.14321682758824553	0.18588375128841017	0.2758038303079756	0.16699067068638226	0.007854850699904346	-2277.5127767639087	-696.8292110952651
5100000	-2933.5634934978752	-663.9330884716481	-2269.630405026227	1.611971497679773	56.54023093934924	4.039886090362776	3.529859584696518	0.4139724492227014	0.13464957922905849	0.19531125025919965	0.2560667212890412	0.1186582123258728	0.008629462554163329	-2269.630405026227	-659.939674277976
5200000	-2952.813581899634	-688.6861991775244	-2264.1273827221094	1.3556186426376697	131.58232539658025	5.164192699406027	2.2129236233268696	0.4387024292408563	0.17941609580515266	0.16106245782526318	0.22081901712872865	0.12567943148604155	0.007178138625543488	-2264.1273827221094	-685.0890150955
5300000	-2893.7275767231185	-657.8395840336062	-2235.8879926895124	1.5350327924286489	55.560444393347055	4.415992396439249	3.766737610965462	0.44959170972180595	0.13475003030627597	0.17923021785684767	0.23642804211507112	0.0925918020873174	0.007566059326406846	-2235.8879926895124	-655.0104278746174
5400000	-2916.5045950993813	-636.8088794992682	-2279.695715600113	1.1569076021954967	206.53598312143697	8.189316355437802	2.6053245479173643	0.4051929178487036	0.15765884217689816	0.19708799124050036	0.24006024873389892	0.053152539957312006	0.007887548029359771	-2279.695715600113	-632.555504725738
5500000	-2932.224161350805	-651.3630241045221	-2280.861137246283	1.087100287536523	98.04964930394482	6.1037874316912575	2.392338032031474	0.42832974270035207	0.14037712331325636	0.20836209628187627	0.2229310377045162	0.14253891664578866	0.00824883449108747	-2280.861137246283	-647.6625615019849
5600000	-2934.0021273108987	-670.2095461011907	-2263.7925812097083	1.2981174019642094	122.72877707214442	5.700044074987796	2.9538731956892326	0.43705326601309535	0.1464199653954133	0.16528582539444645	0.2512409431970459	0.11906525110382458	0.007209957754676997	-2263.7925812097083	-666.3803962707004
5700000	-2900.9980651331257	-671.1276720563945	-2229.870393076731	1.5071454796329826	84.10846823851614	5.0212347510001605	3.119721537499806	0.38568634293824194	0.16189040761902776	0.18513872683360819	0.2672845226091231	0.143903620418973	0.007436568614803047	-2229.870393076731	-667.8602295625399
5800000	-2970.674870554478	-712.7978952973597	-2257.8769752571184	1.5809724040253812	102.36564653586636	4.182378523285738	3.809805846903145	0.41392590474182356	0.14539633266753657	0.19971272806708035	0.24096503452356052	0.093865470724861	0.006549949150221586	-2257.8769752571184	-707.7924436869869
5900000	-2905.989076671111	-654.4406102500233	-2251.5484664210876	1.1514721986673662	109.49724220628865	5.98274907914869	3.636523495969221	0.378027134007759	0.16771840040014296	0.20543250155657292	0.24882196403552614	0.19670950711083152	0.008523849747226548	-2251.5484664210876	-649.5742973521166
6000000	-2941.324795891338	-683.1503931751602	-2258.1744027161776	1.3761520194469237	148.09211585285172	5.9270657817372605	2.57582672354677	0.341710742170419	0.18008255898358028	0.20414545171504972	0.2740612471309522	0.16453240462392044	0.007200470046767748	-2258.1744027161776	-679.1375066610238
6100000	-2922.179920677322	-647.1017911145866	-2275.0781295627357	1.225704739523989	99.23543980372222	6.1718327504270745	2.8764364167592795	0.4049418261436258	0.15116996244583547	0.18217837598560022	0.26170983542493975	0.15186701112042084	0.008473063573880054	-2275.0781295627357	-642.7689459307493
6200000	-2940.0240176180364	-649.8431651201676	-2290.1808524978687	1.216683487150572	56.65782570284747	4.617162111165928	4.0603756160744755	0.44035515564419225	0.13063226450643792	0.19392509281717385	0.2350874870321971	0.15292571513920503	0.008208167691998345	-2290.1808524978687	-646.3655859016832
6300000	-2914.4324127299374	-658.8211372824516	-2255.6112754474857	1.2532085745350485	94.551189115251	5.784987324969082	3.9842956868448876	0.43138765318341665	0.17652219460490107	0.18797937114390417	0.2041107810677791	0.019900266249130917	0.008428678106407671	-2255.6112754474857	-654.5755670949827
6400000	-2940.160129603475	-680.2596346507733	-2259.900494952702	1.3330708294646714	85.2892676598594	4.8433260604603845	2.5305541096044326	0.4148000101210089	0.16465976600164497	0.19236747804916304	0.22817274582818406	0.10098533220148848	0.006729141271072213	-2259.900494952702	-676.2474263937961
6500000	-2877.2444013534364	-639.0720427378483	-2238.172358615588	1.334037837391801	52.160357444705745	4.968125825936742	3.64814580296983	0.39317630560566846	0.14805560995738756	0.19391402977296035	0.2648540546639846	0.12485215395755567	0.008347632595682003	-2238.172358615588	-635.5885722957879
6600000	-2917.18440958188	-654.4281237383394	-2262.756285843541	1.1681624854355308	109.13655326368573	6.160405095026388	3.5390542866403516	0.41183269810803025	0.16752434961355966	0.19165805563815097	0.2289848966402601	0.10846729243195169	0.007076385140296963	-2262.756285843541	-650.2934506005865
6700000	-2930.474101691382	-639.1564793880807	-2291.3176223033015	1.132176864313247	307.0017671281996	8.219162591693218	2.6029454737878224	0.4128896374561721	0.15341392081987248	0.19495151034257618	0.23874493138138034	0.12203845827554308	0.007255477756498014	-2291.3176223033015	-634.2271730361646
6800000	-2890.394464994826	-611.5750545614426	-2278.8194104333834	0.9368704638945519	1080.7403496688798	11.927008990865065	3.5132138445085626	0.4323691446898138	0.13938819446862807	0.18998123061286343	0.23826143022869575	0.11803404831899525	0.007695510872231833	-2278.8194104333834	-604.7579757967528
6900000	-2904.4081189610115	-651.6944632205743	-2252.7136557404374	1.4799540219742386	55.47883462665397	4.320994048041847	3.3267105334182023	0.40325214168928397	0.14899343211512037	0.22074478435815864	0.2270096418374381	0.1595390955136125	0.009146295784625587	-2252.7136557404374	-646.0074979432054
7000000	-2882.2102277771137	-610.4075819741452	-2271.8026458029685	0.9573980171674896	377.88068962018264	10.377238069496293	2.9277738199276833	0.40342435969634366	0.1472300755932266	0.21893762630346078	0.23040793840697	0.15490320079294123	0.009251051580435292	-2271.8026458029685	-601.674432999643
7100000	-2910.4398367731724	-662.0330695179513	-2248.406767255221	1.6887172893175364	51.096213362887404	4.133352446389008	3.8644075916008354	0.43471073605091926	0.17829048485100665	0.16497738859406555	0.2220213905040096	0.11933031829214506	0.00674671973317213	-2248.406767255221	-658.1774047071453
7200000	-2975.730401652278	-700.040603001379	-2275.689798650899	1.8155032634051342	93.99539286977662	4.373095111480738	3.7024929896376086	0.42308521303221713	0.12948247579745617	0.18386152317995505	0.2635707879903727	0.14877227243741478	0.006948409754770334	-2275.689798650899	-695.9590882264927
7300000	-2927.9718997013265	-660.1756336728985	-2267.796266028428	1.4392545286892515	49.00998839802483	4.072294356422747	3.5981354189892283	0.40335264991001607	0.12811279140806275	0.194343602998943	0.2741909556829793	0.01953525904525675	0.008228851284908939	-2267.796266028428	-657.3036405099075
7400000	-2919.4294129221967	-645.6534272866038	-2273.775985635593	1.1707072610975082	215.86116856523293	7.610328876267382	3.3248205629087306	0.4147459791240355	0.1498266885197753	0.18510719325521	0.2503201391009803	0.15037605504952314	0.008116607386465044	-2273.775985635593	-640.7801538075745
7500000	-2925.9537701666072	-641.0080989709321	-2284.945671195675	1.1092722117577045	291.8949921967307	8.455959107786233	2.46373571128904	0.40382192958901053	0.13869109074072664	0.20414026484049622	0.2533467148297678	0.16845271735759182	0.00773481806810244	-2284.945671195675	-636.2558325020435
7600000	-2880.012426711749	-600.1287741724325	-2279.8836525393162	0.8323106015767037	906.8224832448811	12.472524537157115	3.4997767498081203	0.40075769460450694	0.15916608768251206	0.19257724721893285	0.2474989704940494	0.0698232751597918	0.007784048905475739	-2279.8836525393162	-593.4916152738268
7700000	-2925.751985118214	-614.6861494507577	-2311.065835667456	0.9483015461720914	783.9196793180986	10.788184354245166	2.8128140533607686	0.43712907127013245	0.14056934180102842	0.18896156439666276	0.2333400225321777	0.14235586854303664	0.007814971568115881	-2311.065835667456	-608.5142841025163
7800000	-2912.7576473761565	-612.1318282305484	-2300.625819145608	0.8785639266980322	436.01828973686924	10.433806055829976	3.77863112211118	0.44333330360437306	0.14453812814145583	0.1755149155281459	0.2366136527260264	0.03372919949198813	0.007390332579208332	-2300.625819145608	-606.4257700778104
7900000	-2919.5624888254565	-671.7892698165238	-2247.7732190089328	1.35728302700268	125.16275263641137	5.741523410954611	3.6057947224472153	0.4190056482879124	0.1513445306736761	0.1834864076492101	0.24616341338920272	0.15758039207709054	0.006969547955360527	-2247.7732190089328	-667.2804560774537
8000000	-2952.2835697431537	-674.2555729716184	-2278.027996771535	1.3657050798594381	147.28437083922023	6.0145212207965	3.074337019273363	0.44504699067122455	0.16824573767730377	0.15338807826577508	0.23331919338569804	0.13036172626212125	0.0072555970068520865	-2278.027996771535	-670.1847159397903
8100000	-2880.770929805543	-609.1987857230774	-2271.5721440824655	0.9587300326731187	110.02406678614402	7.927742959549814	3.482663767936021	0.4167632180675193	0.1439022323902364	0.1747870032693845	0.26454754627286137	0.11752967421397947	0.008404823242489071	-2271.5721440824655	-604.5129566502824
8200000	-2927.86855323671	-677.5056168614445	-2250.3629363752652	1.585974115922665	47.787998598473514	3.5522903941617465	3.3405061699844136	0.4013112071302755	0.1553325658176072	0.18052701276282307	0.26282921428929584	0.2314971911449622	0.007522775827822688	-2250.3629363752652	-674.7992614664422
8300000	-2874.7621252587405	-598.9987873261637	-2275.763337932577	0.9298343314721048	359.0463858854168	10.820008179219174	4.135470274085483	0.4155475525188428	0.17206721526006574	0.16733062893393338	0.24505460328715958	0.1491723630017617	0.008354775937278671	-2275.763337932577	-592.5446130722685
8400000	-2928.9896444463466	-640.0426084562632	-2288.9470359900834	0.9812609991765654	1040.1583148471186	10.51697048966536	2.8988443465739633	0.3969561870652462	0.1487680836096628	0.1956287400967099	0.2586469892283827	0.0925933013056558	0.007482060358369252	-2288.9470359900834	-633.688507292756
8500000	-2888.6111914479106	-611.0666730945901	-2277.5445183533207	0.8519364674355506	562.1960459701088	11.499290555516179	3.3171671895607564	0.4185484900512466	0.1418116512766069	0.1716194487202712	0.268020409951877	0.022086097767363935	0.006984894124380564	-2277.5445183533207	-604.6373384188634
8600000	-2882.674422694295	-593.8049405372186	-2288.8694821570766	0.8584217040450322	1315.5622234445752	12.854067838362102	2.8547582231145783	0.3964142475011257	0.1520917385981159	0.18546405852990472	0.26602995537085544	0.1152630380957789	0.007436363466110912	-2288.8694821570766	-586.833239335373
8700000	-2937.065836563663	-643.1796116642623	-2293.886224899401	1.0385665021414596	661.7767264923821	9.460127423575926	3.699811348242044	0.4105890612846319	0.15996567585758198	0.19048345519780444	0.23896180765998346	0.07272534449716933	0.007080013357686456	-2293.886224899401	-636.8012545303552
8800000	-2880.133131393057	-616.6313803628884	-2263.5017510301686	0.998292030141157	241.45714734115205	9.110662476057913	3.6102679865703617	0.4029390326340726	0.15402008024584501	0.16929791273596706	0.2737429743841171	0.15206841784110614	0.007592947360881161	-2263.5017510301686	-611.6074571055278
8900000	-2949.5207980894993	-647.2022221239697	-2302.31857596553	1.224072124677267	146.44550416590158	6.9061699899541376	3.920518767936352	0.3811064194350414	0.1468297480320347	0.21703832295834352	0.25502550957458203	0.12999025930979338	0.007744857812428097	-2302.31857596553	-642.9287940748926
9000000	-2894.9466832879243	-625.6548413441853	-2269.291841943739	1.0707723014179593	102.24513954560011	6.946713730153926	2.9424393202242856	0.4018208179907827	0.16137595990939366	0.19388426218901236	0.2429189599108129	0.21416133763805043	0.007783672550147842	-2269.291841943739	-621.883535219992
9100000	-2946.97565409676	-671.6188021321785	-2275.3568519645814	1.3580398547372485	158.03940301565487	6.288097856459082	2.4906085713355655	0.41948392163470166	0.15217825808327962	0.18276784380839683	0.24556997647362352	0.14231492012379665	0.0070673186322164246	-2275.3568519645814	-667.3855414348536
9200000	-2941.085159825975	-663.6450513969232	-2277.4401084290516	1.176604624590037	266.48875730610524	7.385278008812701	2.7151553963111095	0.4215265716504031	0.14958266141453916	0.1899828523702342	0.23890791456482527	0.10781711109604847	0.006848120373117316	-2277.4401084290516	-658.3210540126747
9300000	-2870.978298714901	-585.2719084508578	-2285.7063902640434	0.8385262643046211	792.4001951084482	13.102207325342182	3.623355290246276	0.421006731597862	0.15986817532034558	0.1793393981200935	0.23978569496170057	0.07917403862184184	0.008491471974592128	-2285.7063902640434	-577.7327856776418
9400000	-2868.4182003586275	-576.3839592997417	-2292.034241058886	0.8132103913189528	792.2428573801461	12.969496100675238	2.582011773625698	0.38778269012691385	0.1723652362496036	0.1967075264149635	0.24314454720852058	0.10379289179327345	0.00841531099640945	-2292.034241058886	-569.337231381787
9500000	-2971.4597896637133	-706.959951495792	-2264.4998381679216	1.663413608768433	94.61466840616107	4.323142952643865	2.926580006672213	0.37226206206362433	0.17024547676612434	0.2014863665560682	0.2560060946141846	0.17437644389287807	0.007115354970375241	-2264.4998381679216	-703.3629518927668
9600000	-2974.278196395362	-701.9316432513232	-2272.346553144039	1.5148856939543238	157.94990167999222	5.218537423511239	3.4737316498390247	0.4155323420349182	0.1677928378637988	0.1867961632406332	0.22987865686065126	0.1145676464076468	0.00701068094922007	-2272.346553144039	-697.4649332846383
9700000	-2910.928677720044	-629.045573292086	-2281.883104427958	0.9357468664106765	684.6346266959757	10.008666748236756	3.4974953227904386	0.4354836514653576	0.16867739747239585	0.16789414795029428	0.22794480311195373	0.11042329167589585	0.0071355955301369385	-2281.883104427958	-622.6260754175622
9800000	-2898.3439604652194	-613.0013045935596	-2285.34265587166	1.0071883966854658	384.94857589150087	10.149794020677595	2.60279734208457	0.4368353440280768	0.1521659126287965	0.1817390328115378	0.2292597105315904	0.10433396077683021	0.007533913610491813	-2285.34265587166	-607.7979515209578
