# BEAST v1.8.2, r6687
# Generated Thu Jul 28 13:15:41 PDT 2016 [seed=1469736939788]
state	posterior	prior	likelihood	treeModel.rootHeight	constantExponential.popSize	constantExponential.growthRate	growthPhaseStart	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	treeLikelihood	coalescent
1300000	-3013.735860948618	-764.8318703486449	-2248.9039905999734	1.7996645520462986	291.68120526946336	4.715350833828506	7.180821975360895	3.146657974397197	0.40213273908571867	0.1713408642011572	0.18296937454949105	0.24355702216363262	0.1148189365297496	0.004216957120628903	-2248.9039905999734	-757.975482100387
1400000	-2993.295205008092	-745.2687971207822	-2248.02640788731	1.7420714929369272	311.82244197922046	5.0832993823536405	5.935486409844015	3.3322724520140192	0.42431458591087473	0.1459940055614104	0.190670008288875	0.23902140023883922	0.013867014040555379	0.004239632267210968	-2248.02640788731	-738.4082159275279
1500000	-2993.010753690134	-723.4481817281768	-2269.5625719619575	1.4006566619576266	407.5255361170354	5.820987337499497	6.8181329610874135	3.391922341994011	0.4154239610047058	0.15459994499422033	0.18013516922549652	0.24984092477557682	0.029860080082893276	0.004775090371508505	-2269.5625719619575	-715.2157439577278
1600000	-3044.6627943576177	-761.1445947773766	-2283.5181995802413	1.7509542433187306	1071.0151108560513	5.6324442936192405	4.392320234101812	3.1307298671850705	0.42228081989184946	0.16923661477537366	0.17799950373387285	0.23048306159890383	0.09055263439650686	0.0037007449928846046	-2283.5181995802413	-753.088369710722
1700000	-3019.597102374456	-746.2172698478482	-2273.3798325266075	1.687070457932373	646.4582520736672	5.589938603075964	7.902853972965252	3.021481523626387	0.4519120602789637	0.14347523767787007	0.16679803947574098	0.23781466256742512	0.13004496405422625	0.003805225364078058	-2273.3798325266075	-738.6516026131875
1800000	-2969.9540160271645	-690.8357977313283	-2279.118218295836	1.3107472637164783	1608.0782410726222	8.183035449851992	7.601893685663097	2.525439083524238	0.39569531666550306	0.16911936469351913	0.16980097251994725	0.2653843461210303	0.12211398594093822	0.004720066968316884	-2279.118218295836	-681.153543002015
1900000	-2967.9566634972534	-706.391067312062	-2261.565596185191	1.4519555774419501	1174.9034871397225	7.106493793761954	7.5877598063977505	3.3832916714506562	0.405740625334425	0.15095686454221185	0.20079003566951584	0.24251247445384716	0.09544393651281172	0.004258450150310712	-2261.565596185191	-697.7173607331949
2000000	-3001.2080321969565	-723.0885812888151	-2278.1194509081415	1.546702708039793	812.699225734291	6.502402763887369	4.803772277450784	3.3064807419392603	0.3944904369363704	0.15588376725719105	0.196285742592921	0.2533400532135173	0.1537206652614978	0.004375827005285545	-2278.1194509081415	-714.6285513485867
2100000	-3087.979371347592	-808.624897073413	-2279.354474274179	2.4530794101143676	271.8694169722141	3.231976593601249	3.076063968222085	3.5117626989235697	0.40847147181581334	0.17225773444621312	0.17101893613951008	0.24825185759846344	0.09280551974146825	0.0033065576929070637	-2279.354474274179	-801.8117019651997
2200000	-2942.3654716920114	-662.5680679627299	-2279.7974037292815	1.115448989425315	232.75721624933124	7.481693040907927	4.792116415347716	3.0467950630784046	0.4021253805200093	0.1810082319230947	0.17527065063054875	0.24159573692634728	0.0332498077509039	0.005410180617449072	-2279.7974037292815	-652.6807714392811
2300000	-2977.7715654961153	-723.577537614303	-2254.1940278818124	1.611176218040846	214.8629017272152	5.124302043516303	1.8369291089946378	2.5059382770424374	0.4150616243133145	0.16495529406772755	0.18061520090388694	0.23936788071507106	0.007876428196375478	0.004854659552541414	-2254.1940278818124	-716.2392025358191
2400000	-3067.021996876147	-810.0774681049573	-2256.9445287711897	2.528825555312614	207.6718125174478	2.9952190143635833	7.122662235626136	2.8569798702055498	0.4256927792866589	0.15083233454900433	0.1836479518109869	0.23982693435334984	0.14307530178561578	0.0038147377426173564	-2256.9445287711897	-804.0467329848794
2500000	-3132.8621589977556	-874.9586974441229	-2257.9034615536325	3.6207558922782908	216.33944387459783	2.047850181050552	4.662168455904764	3.207798694583707	0.4056553039420689	0.15595902264942624	0.19758354472822756	0.24080212868027745	0.1456992174245301	0.0032234651196620134	-2257.9034615536325	-868.4162503734035
2600000	-3043.586665125903	-776.782746596863	-2266.80391852904	2.034517440893361	257.53664447111817	3.936343354001511	9.263395493001399	3.1391967154764826	0.4085439333908502	0.16734110160731705	0.1776288585975268	0.24648610640430615	0.18703880197537062	0.0035459590663856674	-2266.80391852904	-770.1127602749173
2700000	-3057.376737845702	-764.0023879037658	-2293.374349941936	1.7380575332293284	688.2725589511243	5.143939242845261	1.7397615405393534	2.982732063237223	0.4061311473761236	0.15398527714839028	0.2021150274989636	0.2377685479765227	0.13105212157728727	0.003990833805945426	-2293.374349941936	-756.4147511945707
2800000	-3051.046666027517	-790.760723611092	-2260.285942416425	2.3255751157432543	132.5195577240763	2.913935152246218	2.3075587036671936	3.9138002484263392	0.43234857790405756	0.15410643000257093	0.17431326825135665	0.23923172384201505	0.12085108560892409	0.004277927435672721	-2260.285942416425	-784.614979554634
2900000	-2991.904471287368	-717.7304108368012	-2274.1740604505667	1.7156370110592045	137.1715814751059	4.581421604023509	3.0371437413704947	3.6400294043410906	0.41697371424343876	0.135709092535659	0.20618612944774836	0.2411310637731541	0.08983044490566362	0.004681700820936311	-2274.1740604505667	-710.7787726778234
3000000	-3093.8322933368136	-790.1501341302189	-2303.682159206595	2.002179484089527	402.18015018812537	4.0803156049247775	1.9234523919839488	2.493820332384303	0.41442136067000807	0.1610505752740558	0.19003180580525897	0.23449625825067738	0.16033459747936893	0.0037512218953086513	-2303.682159206595	-783.3977313946501
3100000	-3062.4059431496407	-800.3790051655445	-2262.026937984096	2.186475914070229	593.2453852095816	4.254635130157269	3.8946666240508168	3.8426400757994568	0.43663813114279193	0.1389759941426537	0.17204708704165514	0.2523387876728997	0.09211177925941616	0.003517166462779011	-2262.026937984096	-792.7633767768651
3200000	-3082.8721772281247	-796.484364768608	-2286.3878124595167	2.191816278940244	468.8660106833332	4.002817110760634	9.60109188209632	2.5193956530307666	0.414335157418198	0.1409757601014856	0.2252834784129315	0.2194056040673854	0.12812706485929704	0.0039732043221767065	-2286.3878124595167	-789.6243245956598
3300000	-3021.1892811197154	-749.9110948978232	-2271.278186221892	1.8358513330862356	130.1553196012858	3.7256294876546265	8.467380308346094	3.3414910674944807	0.42107087818251504	0.1528843890819149	0.17784052986189533	0.24820420287367528	0.15728079894697475	0.004595298536427577	-2271.278186221892	-743.2795499254074
3400000	-3067.038503494129	-805.90059560497	-2261.137907889159	2.5402437277571233	127.68830272688429	2.6751826141577375	7.191251634097394	3.229308801584354	0.4310302851482165	0.12920672284020823	0.19135976348240824	0.24840322852916766	0.10796162749491249	0.003770792794361456	-2261.137907889159	-800.3364087231982
3500000	-3070.3555553806864	-805.6384384617228	-2264.7171169189637	2.296809594982034	479.5138368547957	3.8176135468588757	8.142086777684298	3.519853153432183	0.4414744841400282	0.1369325586869438	0.18125015974920144	0.24034279742382722	0.09606036671711625	0.002956784009126136	-2264.7171169189637	-797.5316404181563
3600000	-2987.745913573004	-730.8553707902005	-2256.8905427828035	1.6154399311349588	210.91147958383326	5.010509549416287	4.66476293415003	3.799235711593416	0.39005574796727627	0.15132348511969282	0.1800136167864621	0.27860715012656956	0.1137503891658242	0.004632114892974418	-2256.8905427828035	-723.4208283458189
3700000	-3042.908976769859	-785.6068589997891	-2257.30211777007	2.189031320935169	257.7616594501014	3.967733714789291	8.471402724049543	2.972769948088314	0.43079378817323427	0.1551602490433149	0.16396122735792829	0.25008473542552345	0.2794662822189262	0.0033594832466318104	-2257.30211777007	-778.6230493803321
3800000	-3069.879618254733	-767.9663385464994	-2301.9132797082334	1.8858071197122492	339.421663362669	4.430294559673059	5.89562715942838	3.581380718331	0.41773392947704063	0.158418856788578	0.18311684760452246	0.24073036612985985	0.06641451107654248	0.004048075189069331	-2301.9132797082334	-761.0825851212692
3900000	-3107.873714568018	-833.1263258435422	-2274.7473887244755	2.3754187061749015	325.11974691155285	3.0648913953116996	3.604635996897615	2.9102748185204947	0.4052386959609806	0.1639622939232026	0.19407047468335514	0.23672853543246247	0.08873541966257059	0.003018281619188272	-2274.7473887244755	-825.8736668696954
4000000	-3053.3605477747606	-792.8303735364926	-2260.530174238268	2.259185098735896	310.8116697026768	3.8949282596241983	5.630096802165011	3.023888107828229	0.40377330342553275	0.17136703145725837	0.1746561782666844	0.2502034868505252	0.18692749949960988	0.004108494182994363	-2260.530174238268	-786.0196939636768
4100000	-3115.514431634205	-835.72086784823	-2279.7935637859746	2.7003199307588717	232.61854738801543	2.758702827040372	9.672371184334386	2.5751367933513754	0.43399503849389853	0.1314298904339884	0.19358563408505836	0.2409894369870555	0.12037400113862311	0.0030828996427779	-2279.7935637859746	-829.0366724304027
4200000	-3101.6070243316526	-836.0089261978871	-2265.5980981337657	2.5053252193293916	218.19876003938722	2.5982297613962175	7.873584201415042	2.7177280626873896	0.440760608609369	0.1494834966282345	0.18474770680118863	0.22500818796120856	0.19434367479465228	0.003543871620845503	-2265.5980981337657	-829.8282195815729
4300000	-3041.866977893006	-799.0782716819341	-2242.788706211072	2.518753130731813	139.05076501623253	2.858160813952961	8.423765605725855	2.9896850742905547	0.4195594702859675	0.14335586139649334	0.16947728126016906	0.2676073870573706	0.17261448268603308	0.003998693111244492	-2242.788706211072	-793.3235970289419
4400000	-3125.2512745728473	-861.5559463090342	-2263.6953282638133	2.915079763180799	398.32661656629386	2.6760676835433554	2.93713421099959	2.614472915312124	0.4058811095567347	0.14325856208679713	0.20164074459724665	0.24921958375922207	0.1247738070376803	0.002448234290172926	-2263.6953282638133	-852.565794137899
4500000	-3219.0527029585314	-939.148701723599	-2279.9040012349324	4.473755493418656	257.09833349602525	1.3920827645641214	5.311658918953802	2.5681841151658786	0.4148522381661038	0.16857841204367988	0.19267250635644342	0.22389684343377333	0.10174178188577886	0.002244697810668327	-2279.9040012349324	-930.0555297715862
4600000	-3045.611603955595	-798.3949576558507	-2247.2166462997443	2.618903518859937	125.64386221837108	2.812645200992065	2.6246687748319517	3.9738299714396828	0.41309889438149283	0.14795506285572246	0.20682137636510073	0.23212466639768442	0.0072990482073115445	0.004267169490062034	-2247.2166462997443	-792.5375106707522
4700000	-3084.027211844497	-813.3402542333279	-2270.686957611169	2.3872413570711344	220.58644653569587	3.3458946096075097	6.881428183304487	2.4038434622910145	0.40852014441118595	0.168696567249844	0.17806778964508876	0.24471549869388176	0.006805104003738877	0.003724441285418224	-2270.686957611169	-807.627192552617
4800000	-3119.669643191019	-830.2028764107131	-2289.466766780306	2.440046806711615	478.03137791293415	3.339840613481451	6.648027364733461	3.303412837834106	0.4245512828700135	0.16301001237524396	0.1710950889966799	0.24134361575806335	0.15612830250350163	0.0037957247565560135	-2289.466766780306	-823.1059971562865
4900000	-3050.8404422510157	-784.0531653053507	-2266.787276945665	2.024328240060494	265.67191330136296	3.8045793374379624	3.16269786525502	3.511304148044948	0.4292436543659309	0.1473625233167486	0.1883036582749368	0.23509016404238423	0.17832796750244992	0.003991680596813136	-2266.787276945665	-777.3302248384599
5000000	-3062.9074147400606	-793.5432736518354	-2269.364141088225	2.181602080914427	335.03095274181993	3.835162130589315	4.77527976344536	3.16874632280432	0.41262787723027694	0.13915238744926975	0.19157864380038517	0.2566410915200687	0.10595848090077371	0.003636624688165607	-2269.364141088225	-786.8322688341883
5100000	-2992.575739100016	-706.1497332148325	-2286.4260058851837	1.4578340020438147	390.40258153268456	6.407173348407256	3.7000996303671077	3.3337766282212917	0.40475629108241595	0.14662749647492834	0.2041765611140499	0.2444396513286063	0.053037801792105446	0.004935359940051694	-2286.4260058851837	-697.4218092337809
5200000	-3052.2971617590215	-770.2377212530146	-2282.059440506007	2.005691800371922	233.3959144863931	3.9895897676834218	7.459338372917341	4.397670499167031	0.4279911820887979	0.16075579156940883	0.1866941357778954	0.22455889056389858	0.06713576332033416	0.004502786059370714	-2282.059440506007	-763.0039403128574
5300000	-3017.2883436998723	-756.099103663547	-2261.1892400363254	1.8225622711557035	212.44969912595252	4.498648677063714	8.62090919307392	2.291657068804748	0.4210639155073785	0.1584773816011355	0.196376921162313	0.22408178172917376	0.0644579253810023	0.004025018104020646	-2261.1892400363254	-750.1521699807571
5400000	-3085.3464101663103	-775.6176068074985	-2309.728803358812	1.9719461226500272	283.2967572613157	4.139544926548699	2.253201201391612	3.8510745642208866	0.4317751624905879	0.13889926139685232	0.1886462636882908	0.24067931242426974	0.03578655491222096	0.0035678027196157924	-2309.728803358812	-768.9049428856732
5500000	-3087.354675569456	-825.1507288705338	-2262.203946698922	2.6346654393193996	214.9306591667671	2.9274632464915733	3.4193882927164636	3.910567830571346	0.43391249119098996	0.14469859254620665	0.18806908001628422	0.23331983624651992	0.1657337838662398	0.003430343113677441	-2262.203946698922	-818.4888922402138
5600000	-3101.6129574412957	-832.0142482650617	-2269.598709176234	2.546210457650642	257.6362557023033	2.9018448491813187	3.6502864703000033	3.188321102390403	0.44540104191543234	0.15033245257100808	0.18360274685514938	0.22066375865841106	0.12473438781332073	0.0032557225574767574	-2269.598709176234	-825.274645780918
5700000	-3064.6326457947107	-803.3338118455107	-2261.2988339492	2.446392796481408	123.98781986206117	2.632750309808508	6.387317284529436	3.3631287522910123	0.4249678829068156	0.14216368101470206	0.17381491504286806	0.25905352103561524	0.04793125111091028	0.003774337671747084	-2261.2988339492	-797.8799859772785
5800000	-3074.1116800417312	-793.5838179024703	-2280.527862139261	2.0064869976282873	262.97947319685676	3.573752060774134	3.3021847072793746	3.7469813710377555	0.43795084132409917	0.15826456486013138	0.17309234345826707	0.23069225035750324	0.16956581260006715	0.004028129736368114	-2280.527862139261	-786.8269203240167
5900000	-3127.3444008515826	-851.3786463724014	-2275.965754479181	3.160090906900771	164.14051331412813	2.123653109685437	7.8324090665039305	3.6361284332894552	0.395606985855725	0.16259762949352774	0.20554498690627354	0.23625039774447454	0.18895813137511686	0.0038096144617072456	-2275.965754479181	-845.3467461637152
6000000	-3074.939276799466	-815.1976186078252	-2259.741658191641	3.124911226623863	96.15217890926623	2.0899968052232856	7.653362626294003	2.684351663755492	0.4144621461837163	0.14848829293206336	0.19148025705131144	0.2455693038329098	0.1830031851456981	0.004171337132703451	-2259.741658191641	-809.8943907157709
6100000	-3102.707595738906	-822.9291396216515	-2279.778456117255	2.5857143636372366	248.9911097367254	3.030697476050328	6.396732133035235	3.708444879204035	0.4228483206802161	0.15909919086714325	0.1765514132336399	0.2415010752190016	0.11864371900557134	0.0027439364143415097	-2279.778456117255	-814.9399295781002
6200000	-3058.1873669044267	-772.5825551296898	-2285.604811774737	2.0613288208130855	229.63016407446796	3.9166166391321906	5.808373586617305	2.2711235898738895	0.4524003192053644	0.1416620731622962	0.1517305907849823	0.2542070168473581	0.10444350955498484	0.004547477530918313	-2285.604811774737	-765.9440608150657
6300000	-3040.283945640479	-756.930422477813	-2283.353523162666	1.983322151579222	254.71684849305768	4.416919305245548	5.059992592087536	2.7099505579415553	0.40499511675217426	0.16571861954114267	0.1834303147780386	0.2458559489286455	0.011934249000492787	0.003995936429793609	-2283.353523162666	-750.7741329966053
6400000	-3021.078866882661	-749.8544542463658	-2271.2244126362953	1.7906915566751362	486.6025032677515	5.332194951314165	7.408253024789445	2.4219820628640396	0.4281739616732584	0.1295316935255995	0.1849015983852898	0.25739274641585314	0.1263604552310074	0.0037788691839226026	-2271.2244126362953	-742.8346186460694
6500000	-2998.8886767441704	-726.1992362171123	-2272.689440527058	1.5208956184175586	393.8646648684116	6.0444063658646305	6.0871227282673255	3.5602463821635006	0.3969647762340257	0.16124503528778997	0.1886830996840222	0.253107088794163	0.15734842537659746	0.00505030481784047	-2272.689440527058	-716.8805169452046
6600000	-3031.661615454125	-756.7997702703575	-2274.8618451837674	1.786374558573326	772.0266582552033	5.657159935544149	7.2470708528893795	3.3983326165876178	0.4346581466464073	0.14695171287207023	0.17879232141284104	0.2395978190686824	0.1280486800515976	0.004171373919795052	-2274.8618451837674	-748.7680926045302
6700000	-3087.0363443140395	-782.3563840684243	-2304.6799602456153	2.0991673422911212	653.6278558196313	4.568177300666864	2.421029788704397	3.338646073788875	0.39879680780285404	0.13290065057939887	0.1949740646151933	0.2733284770025548	0.1540607714386263	0.0036832833973265457	-2304.6799602456153	-774.739571235596
6800000	-3147.5088125045295	-866.299882910736	-2281.2089295937935	3.2245341603338944	246.92929241429545	2.276734784641241	3.6270790695886697	2.947175626854447	0.4292001907158776	0.14534589373114185	0.18583343620461015	0.2396204793483715	0.1659118943338201	0.0027682216455054906	-2281.2089295937935	-858.6572197590355
6900000	-3160.7066460111496	-839.4498808689824	-2321.2567651421673	2.46505005167861	1381.2423172342642	3.7354879493370934	7.579042703488679	2.8339285301341186	0.4559988408693749	0.146716423653057	0.1830204412891328	0.2142642941884363	0.14021490957280272	0.0031603400915993225	-2321.2567651421673	-830.8538788873576
7000000	-3080.880490622034	-804.698210145037	-2276.1822804769968	2.6680172414615404	168.70873011724268	3.0318867942056653	8.62511554926852	4.045583647517524	0.3929496357270774	0.14416217287942312	0.2099966983009932	0.2528914930925073	0.14036160986035487	0.004067106468779832	-2276.1822804769968	-798.4034791476631
7100000	-3030.1278125964723	-757.8197452062391	-2272.308067390233	1.8893470308273361	180.37332192473667	4.008254314237898	7.578017828983964	3.4079974574962786	0.4016576321561117	0.14818667618472553	0.19604961512853053	0.25410607653063316	0.17789918658555734	0.005185971693874345	-2272.308067390233	-749.1229048872505
7200000	-2993.1026525693073	-727.8098598518818	-2265.2927927174255	1.551406701692285	637.297852462215	6.05278711093768	1.4910865354645833	3.5968202979712083	0.41809421853156964	0.1418308361573702	0.18762140325041596	0.25245354206064513	0.10065959181054665	0.004114870914712107	-2265.2927927174255	-719.9494065437551
7300000	-2983.760191490457	-707.8784411370367	-2275.8817503534206	1.4372987303251965	358.04655463153387	6.447723308776147	2.51341829658206	3.9452998026836514	0.43440520908740027	0.17254356165168364	0.16603804128732774	0.22701318797358913	0.0673999669715046	0.00501480477848663	-2275.8817503534206	-698.7656479032806
7400000	-3100.7353057850223	-810.5146848476137	-2290.2206209374085	2.4994229461598545	697.740099615429	3.97465188831727	3.444136913500805	3.5751315654483315	0.43491065602937357	0.13539517010697302	0.1911216145384214	0.23857255932523277	0.1521658674566083	0.002982962263363752	-2290.2206209374085	-801.9387062933843
7500000	-3088.0390121584865	-802.1503454948802	-2285.8886666636063	2.4054385945184658	204.44776199826183	3.141450708855891	2.60810852260458	4.54741898537061	0.42966293085215984	0.14396964437092566	0.18409872463526272	0.24226870014165258	0.11053174753882351	0.004193161811956813	-2285.8886666636063	-795.4573226809939
7600000	-3034.0450158337944	-751.0891386834846	-2282.95587715031	1.7632809807296572	482.96873267882575	5.143349709975296	2.8765188745569334	2.8970514591491234	0.42356433398185533	0.14398413356310447	0.1849189140272351	0.24753261842780608	0.12813330711312518	0.004269692731361313	-2282.95587715031	-743.6725385078119
7700000	-3030.335142559984	-749.0727735688092	-2281.2623689911748	1.7228544344216825	768.9202534428331	5.528083325584031	6.074808669256592	4.464222891660467	0.41412055505310735	0.15061977536938675	0.2003198206237897	0.23493984895371728	0.12496881670459417	0.004173907605451655	-2281.2623689911748	-740.7316183497892
7800000	-3046.0225353859996	-720.9653165086391	-2325.0572188773604	1.4221326598811788	3328.1747517482368	7.310379688209043	3.1924430229683765	4.174262786126508	0.43198150586420775	0.15525597117962248	0.17855881476346058	0.2342037081927103	0.144649321713028	0.003906606375982606	-2325.0572188773604	-711.1030233473917
7900000	-2990.2672262724404	-688.9309159774007	-2301.3363102950398	1.296165764068312	3961.174908329557	8.696077135877568	5.599475502369174	3.524810441829417	0.3833400473744138	0.15444336875545067	0.18985668291458987	0.2723599009555467	0.13878151791325896	0.004020377237889383	-2301.3363102950398	-678.8768240406538
8000000	-3103.3296837571165	-826.974788371448	-2276.3548953856684	2.7383687159797105	246.25362194584673	3.013887846043531	6.095364784689716	3.1045364649019125	0.3996050717430264	0.15030559489038356	0.1865358463585346	0.2635534870080564	0.0890839393992731	0.0027055863140296767	-2276.3548953856684	-819.1508999184891
8100000	-3025.139829944941	-763.8541596236054	-2261.2856703213356	1.9333875938347993	194.32639671827886	3.904767248457243	7.350825745841782	2.7077536912144415	0.40000345050632297	0.14454245477242778	0.19242969106672503	0.26302440365452506	0.11040882627044232	0.004358897923447939	-2261.2856703213356	-757.5140546326693
8200000	-3044.626402381051	-792.8744857143042	-2251.7519166667466	2.2237960307574145	272.17345431965043	3.7341253353301602	9.565419962719565	3.02987587978878	0.40777192651892186	0.15910634965266712	0.19724659669402667	0.2358751271343853	0.13391152089188424	0.00442900638641127	-2251.7519166667466	-785.9549937324152
8300000	-3062.933788818789	-806.9985253017097	-2255.935263517079	2.2129300484870082	291.8455187958364	3.470704318553114	6.0720329783766696	3.017323178571455	0.3992829782961112	0.18063641582465928	0.18103973942944396	0.23904086644978656	0.1550351471562021	0.003717026434088574	-2255.935263517079	-800.4634330052436
8400000	-3028.3928653958105	-750.0106124763806	-2278.38225291943	1.8864129950621844	177.14285161940697	4.188741741437786	2.1242944745048726	2.6348663886950225	0.415511225834498	0.1514835317018257	0.16393419652918756	0.26907104593448966	0.0987714286193744	0.004899906042221897	-2278.38225291943	-742.6435155323048
8500000	-3075.143192754512	-807.2975374526939	-2267.845655301818	2.7345686648159977	87.86748157958758	2.1903663986455086	8.713558116516719	3.9417726597444127	0.41339524994357285	0.14898778984794808	0.1955839616792614	0.24203299852921872	0.20526867007915076	0.003781771716201058	-2267.845655301818	-801.7483410765751
8600000	-3044.3769369634215	-783.3270725855901	-2261.0498643778315	2.301890752493524	133.7815658539828	3.335590458819764	5.223918820890318	2.478661578995669	0.4142465519962458	0.15324785015731998	0.1776947910727834	0.2548108067736519	0.1390630720648426	0.0037678439496831016	-2261.0498643778315	-777.8317243686928
8700000	-3026.9249942811525	-766.1812806108024	-2260.74371367035	2.1389236361268487	102.62397399300967	3.1050613268321063	7.80382497368933	4.340713453998355	0.40721813386709393	0.14506624674379637	0.1931338968520849	0.254581722537026	0.1290529046962634	0.004678429109855649	-2260.74371367035	-759.4381410165996
8800000	-3041.6529643524373	-750.85969931219	-2290.793265040247	1.8024722448458916	171.0215093710639	4.256685415792269	4.430988847806569	3.7419168912355616	0.4194477044432472	0.13786826772671978	0.19378284753088273	0.24890118029915145	0.058745738253823225	0.004273166530093512	-2290.793265040247	-744.453879027103
8900000	-3025.0599966453824	-751.8631874352596	-2273.196809210123	1.7980515384914473	544.838118695882	5.334519114319277	7.57922276220854	3.5487257623202395	0.4120541111787787	0.1397667506302896	0.17838383670175995	0.26979530148917297	0.00859933376789373	0.0038405024641025793	-2273.196809210123	-744.5679311934284
9000000	-3087.439934225634	-842.7053080569085	-2244.7346261687253	2.855086566254681	236.10235216889598	2.641981533590253	9.01212848096016	3.296519938469675	0.4295217800552543	0.1346090748885676	0.19831678918524423	0.23755235587093518	0.11467270970992968	0.003727150087631469	-2244.7346261687253	-836.485743646294
9100000	-3115.061487664252	-833.2636333948067	-2281.7978542694455	2.877951582148967	260.8086868591109	3.0393605903838856	3.7711048176098605	3.003976127268818	0.425152853381754	0.1536246171667836	0.1863397229053125	0.23488280654615123	0.01310946471121726	0.0034982755121868905	-2281.7978542694455	-827.064980983794
9200000	-3069.8310279131815	-783.9224265713466	-2285.908601341835	1.9030951740670607	274.2948383874188	3.9052393409042083	1.8852626710460865	3.0818563769838665	0.41340506731169185	0.1453378124033416	0.2014533462181089	0.2398037740668589	0.057168138279677844	0.003167019713218257	-2285.908601341835	-777.0082943539859
