# BEAST v1.8.2, r6687
# Generated Fri Nov 11 13:51:21 PST 2016 [seed=1478901080180]
state	posterior	prior	likelihood	treeModel.rootHeight	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	treeLikelihood	coalescent
0	-5474.289797994993	-273.4135324948173	-5200.876265500176	6.708494667445208	1.3	0.0013	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	0.0019139	-5200.876265500176	-274.79520850078006
100000	-3517.8254639422776	-1093.7202267006876	-2424.1052372415897	9.351819719024137	2185.9585071092924	0.944726334023579	3.2970830555948583	0.39606270403387	0.16641170226851526	0.1870693136399186	0.250456280057696	0.09490954432313652	9.426344472105536E-4	-2424.1052372415897	-1086.6410382540855
200000	-3430.3530096936315	-1103.7297826632944	-2326.623227030337	9.364394552299116	2070.146070358654	0.9236825300056057	4.845231124867766	0.4171083847944504	0.1507639836749834	0.1642869450617193	0.2678406864688468	0.12205213739420114	8.400941051153889E-4	-2326.623227030337	-1095.9006325816463
300000	-3313.810236024733	-1015.9475450885282	-2297.8626909362047	6.29776972948694	502.4975153536615	1.1627622336637347	4.218761454807481	0.4226318154949443	0.1575498110172827	0.18089923468739394	0.23891913880037902	0.07457166312865814	0.001302869689688715	-2297.8626909362047	-1010.7945175724235
400000	-3427.3222636010128	-1115.5564534785904	-2311.7658101224224	9.390665227281174	1683.235239806508	0.8456724619076406	3.0420334919894447	0.4238229974248368	0.15256728495959132	0.19095652361999133	0.23265319399558032	0.12943274637726332	7.150578667276124E-4	-2311.7658101224224	-1108.128643737125
500000	-3335.9637167699293	-1041.250179357511	-2294.7135374124186	7.4913660019576245	987.7699902580691	1.1892768600502481	3.945334294064332	0.38042645410293563	0.16709073142266812	0.18495046744508908	0.2675323470293073	0.2393842517435451	0.0013904193365686713	-2294.7135374124186	-1035.3017215051464
600000	-3246.2307043979945	-978.0905897549994	-2268.1401146429953	5.3631878494028005	750.0855884408415	1.5438115242806554	2.8606158920770484	0.4175132844428422	0.13828254315073796	0.193599157256354	0.2506050151500658	0.1509915879652347	0.001415186166677501	-2268.1401146429953	-972.9421876180991
700000	-3232.7182153942513	-967.4231562144948	-2265.295059179756	4.603552966469823	642.6303121967328	1.5963422371527627	3.0377790774787465	0.3930219994366519	0.1658268310211145	0.19442926597635068	0.24672190356588286	0.09885879724171862	0.0013418517533507275	-2265.295059179756	-962.3607351024363
800000	-3154.236807951436	-910.1730792148032	-2244.0637287366326	4.501307800390002	255.77129178708407	1.7425355982081046	3.6339749373446764	0.4120893143815833	0.15234599881530114	0.18300425428547226	0.2525604325176438	0.22046109724097263	0.0021674755718384194	-2244.0637287366326	-905.9083701322488
900000	-3320.3757997562957	-1024.1526250525994	-2296.2231747036963	6.381811666560875	1020.8954334953565	1.2690633933823956	3.4664872922635355	0.42033900190524126	0.144047936346566	0.17329763689004374	0.2623154248581494	0.151706045093238	0.0011739614828262437	-2296.2231747036963	-1018.1339475305634
