# BEAST v1.8.2, r6687
# Generated Tue Jul 19 09:43:31 PDT 2016 [seed=1468946610490]
state	posterior	prior	likelihood	treeModel.rootHeight	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.logPopSize26	skygrid.logPopSize27	skygrid.logPopSize28	skygrid.logPopSize29	skygrid.logPopSize30	skygrid.logPopSize31	skygrid.logPopSize32	skygrid.logPopSize33	skygrid.logPopSize34	skygrid.logPopSize35	skygrid.logPopSize36	skygrid.logPopSize37	skygrid.logPopSize38	skygrid.logPopSize39	skygrid.logPopSize40	skygrid.logPopSize41	skygrid.logPopSize42	skygrid.logPopSize43	skygrid.logPopSize44	skygrid.logPopSize45	skygrid.logPopSize46	skygrid.logPopSize47	skygrid.logPopSize48	skygrid.logPopSize49	skygrid.logPopSize50	skygrid.cutOff	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	treeLikelihood	skygrid
0	-20552.75266645645	-16082.687277809393	-4470.065388647058	166.87582898071142	0.1	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	0.26236426446749106	5.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	0.0038278	-4470.065388647058	-16082.368707158961
100000	-3412.768325263723	-982.5327669710476	-2430.2355582926753	6.321363044563724	2.3060736365492565	9.245960078675562	8.10321256593268	6.9642542008532295	6.7734137672225705	6.549868332297054	7.4888849215213025	6.832435743812093	6.380788466543321	5.688914073925702	5.610832058781821	5.744949962098493	6.390373787278723	6.570056249375851	7.044537278244452	5.741993410211591	4.459204862951446	3.6740815613416355	4.104782748646646	4.410827622356094	3.400384363198554	2.690212078018296	3.178717012181238	3.6677599296809764	4.4738127836959	4.426501998665986	4.90380633810393	4.2024357948536935	3.6924936947438267	3.3777021887608774	2.5403910048881007	1.8271497927482434	1.2900555815427435	0.5515290910548944	0.9753002110689398	0.7503004139986169	1.4614318275067122	0.9248854524331431	1.421268221741611	1.298295167423533	2.603755173570441	2.669463373380025	1.5598788687822642	1.7368124797423272	0.839510408023161	0.6770576344570385	1.7424477134298646	1.4220564836115197	0.8500685603832273	1.7816570929044926	0.18796135031176053	5.0	3.042930030201515	0.3726839020348874	0.174991059094835	0.20244972649498663	0.24987531237529068	0.10292505063938545	0.0016724943051502547	-2430.2355582926753	-973.4268116100193
200000	-3323.8449819396724	-990.9113531218259	-2332.9336288178465	20.59155218168208	1.3175123511207654	5.2659819962286605	5.695560738988728	5.599629509079271	6.71082438879699	6.495364376495208	6.760202563335244	6.096273627616174	6.91266271768593	6.962960100142878	7.508163709942864	8.132052813785492	6.967443083972587	6.894139084406957	7.049864546761331	6.268037922002764	4.145149363894377	3.981664356529246	3.043730805223498	4.131862036664559	3.596620485229744	3.6323679105509887	5.7175323737743735	4.727796800782573	3.7683429256897245	2.0129377069928447	1.8863049878695346	3.1041718156235625	2.963029406392347	2.710237549241695	3.7887853457172413	3.8697394732163852	3.788367497765548	3.533722571166672	1.8047878289121544	3.1680266653652476	2.4261831409036367	1.8064473090389843	1.9771760674274508	1.7170771749974185	2.0748005220104853	1.9357840979016712	1.3433014705441582	1.2933210937683446	0.5817291755971514	0.05654774953869163	0.7250984565334657	0.5061163141532872	0.7171590199155312	1.8969160115257708	2.0250871312867567	5.0	2.2830765264366324	0.43341422610486074	0.16503238045084312	0.1888960206918084	0.2126573727524874	0.19960412496403004	0.0012772164433327985	-2332.9336288178465	-980.031009518469
300000	-3241.2724403921598	-957.0993139649232	-2284.1731264272366	20.01746275464866	2.108432181120749	8.66517255844853	8.07642238054846	7.409333437688202	8.011393873553773	7.5557480499222045	8.387591158781257	7.99034216574133	8.765100981862787	9.29607286688469	9.597891168749394	9.168403131500098	8.251993929132903	6.482122613617271	6.34798443208219	4.716393859151491	4.328135124633365	3.435400902574107	3.3638211064330235	4.224673320395905	3.4710485849360966	3.39352747453891	3.9331626065587693	4.38592179908515	3.7187390494139674	4.348050417808769	3.877860326881372	3.2896655209417904	2.8001112339472116	4.071912127210242	3.3354600943552852	2.108198976956003	2.19558795582045	2.1079229846511662	2.6402937212593307	1.7682954673434748	1.7952258709700932	1.2380846813647044	1.2803289129607567	1.2325255287377226	2.076211838356806	2.2934142737468024	1.8924375228337462	1.6796677694092286	1.2724735747890326	2.0665314485634196	2.3159631416106015	1.4338100826312923	1.1748327300051185	1.2966980854680659	2.557043234006428	5.0	3.727390405935118	0.4222052312475725	0.16194572968630855	0.18444435334833034	0.23140468571778833	0.14882507913730225	0.001239323889054365	-2284.1731264272366	-945.0840251667121
400000	-3197.11607333677	-901.5756404314948	-2295.5404329052753	11.06635960835983	1.6850913465287798	11.62662452916879	9.375227429455986	8.707082188044636	9.166877028317282	8.618572562732053	9.015485645026759	9.752436634858794	10.023181794701243	10.084410107401014	8.028900600706889	6.100425920195498	5.084948841316093	4.078939562988332	3.4377815102449443	3.2643103398601263	2.7091974345925767	2.9082275803378033	3.3905784803996415	3.205158608576353	2.5773031536858366	3.66409028767613	3.6566909619574344	4.375768772277814	2.9325235348898158	2.3735772640429547	2.6899187963670523	1.8850829297391711	1.2276982836279522	1.1579867218212845	1.2566616230705105	0.8644119238336133	0.3281580283393884	0.7717626309257347	0.8816260571690384	2.448869151333235	2.7373645697180145	1.1012499073634274	0.08536750940029358	0.46019520225152805	0.1609430836990211	0.7355439654855034	1.423661919328004	2.101564709446148	3.030392629229044	3.0923988319678917	2.5509134367425803	2.321089773442682	2.8652436122783946	3.57237242599611	2.8170887689292305	5.0	3.7488594731939595	0.400912675942409	0.16188812425544302	0.17972446881258428	0.2574747309895634	0.12271157389699065	0.001628306372657327	-2295.5404329052753	-892.2558760773859
500000	-3219.2173193914923	-916.0965056232706	-2303.1208137682215	8.607200540909277	5.504512693058714	8.59637922062384	8.046714982433736	7.114829255663884	6.768796864944859	6.220667237591421	6.320327208667495	6.3064394176628324	6.825674788266614	6.5346835353147075	5.748201815876962	5.105525437352656	3.7409253489516967	3.3041966234878055	3.2192965126280346	2.7079570672580635	3.40001060426801	3.537049457521645	3.786862418665141	3.725288506727725	3.0979956392182975	3.1031695711586944	2.6168439816817424	2.859741186128872	2.9758574395439386	2.698356374626302	2.6877730774435427	2.1947918968915627	1.9431695734909107	2.084815040732553	1.6439122463320492	1.7138309168005998	1.3657153560491275	1.2850086287332858	1.014015683153832	1.5100595874032732	1.3070713865315229	0.9220296708243552	0.5046634296103854	0.8246527046864671	1.1918019328098406	1.4027868044738652	1.6584959214637824	1.1801654620887116	1.1989354103320606	0.9297988234745712	1.3303541486676467	1.7823819541437393	1.828770283497287	1.673905418815148	1.4487528917266155	5.0	2.7713014502902635	0.449308356906764	0.13283388472128546	0.18537488253825932	0.23248287583369068	0.16790058175185574	0.0015422127964563727	-2303.1208137682215	-905.33210396531
600000	-3194.0819602926	-894.7480216954917	-2299.333938597108	10.541821022648678	1.320003891710665	7.436326042671881	6.971061727992637	8.223100908174734	7.0545913834611085	7.684673438815609	7.922211221276821	7.765226187257715	6.112229568315634	5.61957683832492	3.264640763073546	3.682126275766103	3.1429648207398397	3.2576715077963585	2.510569821717125	3.5748291246735655	4.517831377021874	4.677054549612657	4.477840369445697	3.5266200562700925	2.2834354612373056	2.0756954014902993	2.038005047974874	2.461571074487913	0.6371665269476775	0.09259485414517962	1.3148306659819928	1.8364894930712325	0.5923988403995488	1.3803866594838343	2.779005026622877	2.4003319316052973	0.8161408541332502	0.21696735122991329	0.4986179536157586	1.036894653440533	0.2941216866375426	0.37833794907619034	1.0575399016282463	0.6409441555985695	0.9175290434288123	0.7395871057592232	0.6211038510929741	-0.11261710196552299	-0.8747573742723842	0.1630078161694577	0.6555682532705163	0.44246976524324366	1.1193892071174054	1.3594956650443493	2.8942308324744483	5.0	3.266124419718816	0.4026937249372789	0.1635580429623868	0.18331369643403414	0.25043453566629975	0.14452429682273038	0.002304309978765946	-2299.333938597108	-889.0672183208723
700000	-3192.041158701349	-885.9139917940087	-2306.1271669073403	7.1485188837302465	3.0358797905603656	8.140128503797161	7.880658103632217	7.314063017401618	6.753486149863604	6.108666420880906	4.908868906118275	4.4568388046776075	4.313168707236566	3.5850777684832917	4.198146932290904	3.6217279269007907	3.963748660397854	3.833216904267494	2.826000292679844	2.177942030872814	1.7773881201582378	1.3977519633324056	1.283868318409469	0.5579937660187191	0.2592949690078544	0.3640438781030569	0.3121354400866722	0.44646695042345536	0.06058946533954468	0.7531209273546653	0.41390853703875763	0.26551105303370837	0.4144420500826598	0.5367903064215231	1.8042842556804506	2.0845178120356196	1.5240685831138712	1.2415627531932891	1.500862621316041	0.8652453097237838	1.499179314271567	1.753645173099942	2.4392641017359127	1.3298844524725264	0.4970222720237054	0.7425808459319597	0.20446694844965352	0.5340272954941521	0.6035512347495561	1.1962389455906455	1.5674906445006758	2.5888903707106685	1.6243680179829822	0.5063030779906419	0.7709548283493162	5.0	3.6008958721710176	0.426361751947261	0.16436164407596068	0.16111055413814704	0.24816604983863078	0.12497870897603842	0.002250769273054482	-2306.1271669073403	-879.1102123632637
800000	-3148.5675587685137	-882.502049917	-2266.0655088515136	6.310214055530956	4.383790530560646	5.317975726149224	5.040149133360746	4.614683065166764	5.433426330749685	4.610446810127978	4.103794171238343	4.008077497554878	4.476039135088416	4.145910422646344	3.5342782221960904	4.16370344539847	2.9847227650118664	2.5246238233509155	2.2588478673571353	1.8622770185406516	1.8962461033470346	0.8042130115852274	0.4062868545472098	0.7081794393118973	0.3892192830615388	0.4218720200023099	0.37079473774341565	0.7575909802940477	0.7865289551656842	1.2697722483306288	1.443495327732062	1.5237331560663188	1.60264571229698	2.3488552508604457	2.538869129355856	3.069100226302382	2.809314707989982	3.004578333967758	3.5998127635296426	3.7258384805660008	3.398885032014613	4.511553759933558	3.8627146463255784	3.0898144158931755	3.008330008814859	2.3173771790951205	2.075175965915347	1.7341912034251523	1.8611701273417869	1.9380165991997362	1.6435200277964497	1.6434641249317614	1.752495281189266	1.4235014278558464	0.9989295218387015	5.0	3.9511153299394004	0.4160982668908612	0.14965576776212358	0.1645310279003299	0.2697149374466848	0.1424014537812578	0.0032057459059307257	-2266.0655088515136	-877.9181770154437
900000	-3167.666595186001	-874.1784458804991	-2293.488149305502	7.225651475930781	5.323103883733633	5.208547292830652	5.313143357608814	5.311010670729257	5.392001725461848	5.048659088991397	4.50182359935006	4.021675054916363	4.086076042529442	3.3484637589870765	3.0514280726278082	2.836142941100114	2.1829377062536954	1.820312073337023	1.662927904496046	1.8173880369897757	1.5885566247295608	1.4270333177996966	1.3723934525233414	1.2040106372398227	1.1675404679196824	1.2353423823564658	0.9824176700953273	1.516649198420755	1.8015860847734302	1.8299532022549236	2.079840008118383	2.5563804649888544	2.348618545967642	1.881081455375019	2.5890959963938673	2.9869004428066677	2.768288123310329	2.524016946924029	2.1400235206790534	3.1492093551906217	2.837762171676089	3.9037092605996664	3.498507363542836	3.050276846032973	2.6627093089424854	2.0709469625525765	1.501567638046985	1.6970910521818086	1.3894872959305462	0.945237964119604	0.870074878008896	0.9313251575406211	1.2350603668026068	1.2313872479057872	1.2764410679715197	5.0	2.741831366278086	0.3784739331006746	0.14853277731320907	0.22293844331501578	0.25005484627110003	0.04788798617882634	0.002666129235005529	-2293.488149305502	-868.7450942506549
