# BEAST v1.8.2, r6687
# Generated Tue Apr 12 14:49:49 PDT 2016 [seed=1460497788469]
state	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.popSize6	skyline.popSize7	skyline.popSize8	skyline.popSize9	skyline.popSize10	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	skyline.groupSize6	skyline.groupSize7	skyline.groupSize8	skyline.groupSize9	skyline.groupSize10	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	treeLikelihood	skyline
0	-6066.914658923116	-2505.6199526767714	-3561.2947062463445	191.5765467010118	170.0	170.0	170.0	170.0	170.0	170.0	170.0	170.0	170.0	170.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	1.0E-4	-3561.2947062463445	-147.80503200045214
50000	-5029.907295718954	-2463.723871813219	-2566.183423905735	29.390016176452715	1155.8517573076429	118.96698570582576	52.27212483557558	81.85029761822953	72.61106126145127	28.016825595359002	44.625497808337485	47.169211335407226	5.287206272790935	2.5546501972005236	3.0	2.0	1.0	3.0	2.0	1.0	2.0	2.0	4.0	6.0	9.207176231397249	0.3130625084636416	0.20902322153294367	0.2418464892351529	0.23606778076826207	0.17401824655354411	0.0011197436162178496	-2566.183423905735	-112.20419631045807
100000	-5013.628943569509	-2453.565535198639	-2560.0634083708696	28.63996948246655	781.7902032691037	616.689820927308	23.116753107407117	16.432018328254387	72.65651071388577	23.227886343301243	6.263563321742773	15.908895415044034	1.579116945663428	1.3078599381978886	2.0	1.0	3.0	2.0	3.0	6.0	3.0	2.0	3.0	1.0	7.947462503309121	0.3903606407030891	0.18699541990156712	0.21518527113757	0.20745866825777398	0.13988444919272097	9.501568232814753E-4	-2560.0634083708696	-105.13729795447067
150000	-5020.923188344907	-2465.639680203289	-2555.2835081416183	33.762283085821565	1281.3865257134514	187.00185097077755	125.30200338955075	161.45240916248397	89.52691459286105	3.9950146080140523	6.777365444876112	1.1214429094923555	0.9440060557176458	0.23715699252339842	3.0	6.0	1.0	3.0	2.0	7.0	1.0	1.0	1.0	1.0	7.684107778332603	0.40075195090182075	0.18864189973519296	0.19001785479046307	0.22058829457252335	0.1347100990777245	9.86667867241541E-4	-2555.2835081416183	-122.4859921503023
200000	-5020.634574686075	-2458.458294137994	-2562.1762805480807	33.915032297976005	1625.9897194598586	480.06499293076973	445.0272143741704	151.07856982250618	81.90631696730011	10.554804354473479	5.7163480081281035	1.5699514388364424	2.274060024338383	3.8532986750151874	3.0	2.0	2.0	4.0	1.0	2.0	3.0	5.0	1.0	3.0	12.259467152693784	0.3947874794039269	0.18650365560462967	0.20173183338874376	0.21697703160270002	0.11913982671367732	9.577508414606104E-4	-2562.1762805480807	-109.4360972014072
250000	-5032.538169659774	-2476.9275650168606	-2555.610604642914	38.081319360949905	3020.095905377092	827.0576227948346	92.53683884115263	169.0650390021646	128.07365018304355	186.77969209252964	110.40219202581416	4.044688923031565	3.4427296361853887	4.819019065426286	1.0	1.0	1.0	2.0	3.0	4.0	2.0	4.0	2.0	6.0	7.444726267135278	0.4079181803117627	0.17748095689736526	0.1959746401906859	0.2186262226001865	0.13772721912898797	8.178747167864826E-4	-2555.610604642914	-119.83481752757534
300000	-5052.9051482812865	-2483.2390297155916	-2569.666118565695	42.549040045012084	1944.7688854967787	366.03680160494764	287.8985734328816	315.70787261954723	84.93747039167617	44.676807982727006	31.842253447674775	13.789608776562138	9.016228756801194	15.626999192932997	1.0	3.0	1.0	3.0	6.0	2.0	1.0	4.0	1.0	4.0	9.728474701738246	0.4044451012019842	0.17658113674681103	0.20175508814576706	0.21721867390543806	0.19649263187662216	9.385051414248005E-4	-2569.666118565695	-127.17517652086823
350000	-5029.737602968413	-2457.270554738662	-2572.467048229751	27.419826845747618	589.238324349568	103.96238153236017	103.7100372363985	19.9409930795926	18.39397212273403	8.09868440483635	19.20278294829418	33.075330313134394	9.115946917749072	0.8843052631578308	3.0	6.0	2.0	2.0	1.0	1.0	1.0	4.0	2.0	4.0	7.524860125024283	0.37380047989931225	0.2053119418647165	0.17384915385408745	0.24703842438188417	0.11547276398304547	0.0012556930936128898	-2572.467048229751	-111.01057538342758
400000	-5021.211830891441	-2465.3160778558704	-2555.8957530355706	28.507976480506013	1809.2336169624614	780.6145813437082	657.2150785298612	280.5058622562726	19.956543024259005	24.37853561291342	19.464000430116467	25.898271377035393	10.541238198412342	2.6946193215180916	1.0	1.0	2.0	2.0	4.0	2.0	7.0	1.0	5.0	1.0	9.691363754785124	0.3843949387922106	0.19629192729884445	0.18830270491711157	0.23101042899183385	0.2000027586773789	0.0012205006835639028	-2555.8957530355706	-110.04717837497991
450000	-5005.35985918875	-2448.9689985872783	-2556.390860601472	26.12820075673415	434.1543203075913	166.26864159157978	27.38900195261766	20.23723291439494	20.675647971239478	36.01561302053583	18.735378289926246	10.59590816795501	2.366059160230292	1.1814230585362995	2.0	2.0	7.0	4.0	2.0	1.0	1.0	1.0	2.0	4.0	10.849039021786497	0.38179628128436477	0.1901157014874354	0.19929143908280975	0.2287965781453905	0.1418061637358729	0.0011768327333868953	-2556.390860601472	-105.77012209754173
