# BEAST v1.8.2, r6687
# Generated Wed Sep 28 17:47:08 PDT 2016 [seed=1475110028072]
state	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.popSize6	skyline.popSize7	skyline.popSize8	skyline.popSize9	skyline.popSize10	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	skyline.groupSize6	skyline.groupSize7	skyline.groupSize8	skyline.groupSize9	skyline.groupSize10	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	treeLikelihood	skyline
0	-11926.97041541737	-2779.1771368178165	-9147.793278599554	191.72532575628478	120.0	120.0	120.0	120.0	120.0	120.0	120.0	120.0	120.0	120.0	8.0	8.0	8.0	8.0	8.0	7.0	7.0	7.0	7.0	7.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	1.0E-4	-9147.793278599554	-424.98566698734027
100000	-5510.029369734048	-2643.5260016820703	-2866.5033680519778	47.1251874604214	0.769672122503459	1.911494654543307	5.863955735619045	14.40950993328979	22.132428015448138	88.63066265508387	402.58977144064056	237.20230130946615	41.75063517287642	6.621368916698055	20.0	6.0	3.0	3.0	1.0	1.0	10.0	10.0	19.0	2.0	8.913413128693966	0.24862225000370636	0.28982883788855707	0.2653302954638833	0.1962186166438532	0.20774257880288435	0.002107944677967421	-2866.5033680519778	-295.20742152198426
200000	-5496.411912467109	-2640.532552366445	-2855.8793601006637	50.41393612319615	0.9710744354468186	0.5395411827375411	0.9589848745761982	4.3343490986487545	5.332410861221253	27.689837314447242	150.79191324529583	860.6749952964755	151.02197207927247	21.09322149324666	19.0	2.0	4.0	4.0	1.0	3.0	2.0	10.0	20.0	10.0	9.154978254868405	0.2676708906002507	0.2672462038527422	0.2644510033846873	0.20063190216231952	0.1840075604187533	0.002000425815045567	-2855.8793601006637	-291.27556454030247
300000	-5443.448365181966	-2581.990382210584	-2861.457982971382	34.06161877357684	0.364879226153116	0.5515555101479094	0.3697082260500575	0.9339933381867939	2.0553866510773435	8.208355693860627	36.2741081605945	206.92584923272364	59.869143208733774	14.339832892268548	5.0	15.0	5.0	2.0	5.0	1.0	3.0	15.0	14.0	10.0	9.758032174535291	0.23951157913262136	0.2908644135993065	0.27796389250622633	0.19166011476184566	0.18181434319553297	0.0031317891956586246	-2861.457982971382	-245.85964449119706
400000	-5473.509301477574	-2620.833833186396	-2852.6754682911783	41.79855104793335	0.27647332773522737	0.6986537281340368	1.5168983015971265	2.1811248030637	11.669074694784193	30.66677975391763	45.582279992165304	208.29546669006987	33.152160444918536	16.933552598808728	1.0	22.0	3.0	2.0	4.0	1.0	1.0	23.0	12.0	6.0	8.820986108103439	0.2557270709760544	0.2923794711008486	0.2608072216292192	0.1910862362938777	0.21792487692628829	0.0026362781310047463	-2852.6754682911783	-281.0024290072657
500000	-5508.576464543747	-2656.127771972273	-2852.4486925714737	61.39667743359361	8.121457576861483	1.85232557556627	0.6511912468486024	1.8915589900418341	11.028007103376183	58.82860206012583	314.3460159791147	737.0104257713463	152.53466396059378	26.109383293458965	3.0	4.0	21.0	2.0	1.0	4.0	1.0	13.0	19.0	7.0	9.123779572259656	0.2801017121134597	0.27094993131345413	0.26412163375757675	0.18482672281550938	0.18743907758814599	0.0019932300037329206	-2852.4486925714737	-302.4114884737796
600000	-5495.731919977124	-2647.88410007812	-2847.8478198990038	55.26175233122578	4.657819877961466	0.6986103746173383	0.5195098634840962	2.4775254232171315	10.862947733398341	41.14420503725819	107.14424027659754	336.0640929026918	110.13886516438572	38.97587917949936	3.0	12.0	7.0	7.0	3.0	1.0	2.0	13.0	21.0	6.0	8.572081022612547	0.23904013013735306	0.2718338309184271	0.26798110132485625	0.22114493761936363	0.20278198683640114	0.0017685101613864613	-2847.8478198990038	-301.7209732363375
700000	-5452.194130384891	-2578.613277536457	-2873.580852848434	32.64131015730825	1.5998570185574335	1.3370257773645113	0.6271793433223206	1.0814627832661095	2.9059192924703936	8.151946616779526	29.6488737072621	178.8950114569652	29.046358574516866	5.53738980257389	9.0	5.0	13.0	4.0	1.0	1.0	2.0	24.0	12.0	4.0	7.8674372801111705	0.24290120942517152	0.2711618386769833	0.28723281678084545	0.19870413511699997	0.210344350583926	0.003476943185737827	-2873.580852848434	-241.85047407672621
800000	-5473.262587091318	-2619.9396070174867	-2853.322980073831	41.53610589659485	1.1208409251785525	0.33566113243039386	0.439913631261331	0.7775095708174026	2.1471590297915686	10.811211759226182	45.355356977072084	279.36314705616894	26.581278314579272	9.241676863748882	6.0	3.0	1.0	10.0	7.0	6.0	1.0	21.0	13.0	7.0	10.70901736664001	0.26783344943172904	0.2923708625808728	0.23812106229759197	0.2016746256898065	0.1954307715241152	0.0026792451804158127	-2853.322980073831	-281.51807154706086
900000	-5442.049640755892	-2583.9273072306223	-2858.12233352527	29.54496045051397	0.4971258185487079	0.7183186548201026	1.629665072917256	2.0364651348289264	1.8915086474319385	14.64260603526335	30.989094108707025	202.66009703504204	17.398122135705165	5.783534754884496	4.0	8.0	5.0	4.0	10.0	2.0	1.0	23.0	13.0	5.0	9.435803844099302	0.25145601649148347	0.30265088789848243	0.24134137913964926	0.2045517164703851	0.21693596408324214	0.0029932510733700927	-2858.12233352527	-244.55748677277793
1000000	-5504.379501360569	-2646.551055442956	-2857.8284459176125	49.97000866366376	0.986142178250705	2.1179318338396973	5.180066651765821	5.439268186147238	18.594487629423462	75.64901051363901	355.35639136910834	111.54127853979134	72.0346225744096	14.461188907633742	11.0	7.0	8.0	3.0	4.0	1.0	15.0	10.0	7.0	9.0	7.577707316548198	0.2918407776805018	0.2554277569875632	0.23323648125641316	0.21949498407552195	0.2010018179232651	0.002072799855505841	-2857.8284459176125	-299.81292755352047
1100000	-5547.43382912751	-2682.1031063248565	-2865.3307228026533	44.85793385334462	4.958842470956714	2.953623148717137	4.101017807450548	16.49974762612759	155.2733805512424	386.91697372036447	93.70974180502165	49.063433740426575	45.66542531070116	37.26947063687375	2.0	5.0	23.0	2.0	1.0	19.0	6.0	9.0	7.0	1.0	10.015698515555306	0.2443617498468149	0.2828426212102338	0.2648924880963035	0.2079031408466478	0.23540405751955115	0.0021434664172096693	-2865.3307228026533	-327.71009014853774
1200000	-5483.686351277842	-2630.4476266644797	-2853.2387246133617	43.267185900528204	0.49566554401635066	1.5452317688723767	1.6962165176004076	11.516049999807613	92.07740155595533	472.78705848725457	74.04954921741077	17.82593631281707	10.85791677158858	3.516204702381412	15.0	8.0	4.0	4.0	4.0	16.0	16.0	2.0	3.0	3.0	8.781911856743259	0.25070508435276473	0.27029465271490694	0.2617450369119145	0.21725522602041364	0.21505319125547812	0.0022996543786450697	-2853.2387246133617	-280.77876925391433
